if father deceased,MOTHER_IDENTITY,father's forename,death code A,father's occupation,month,FATHER_BIRTH_RECORD_IDENTITY,mar,year,SPOUSE_BIRTH_RECORD_IDENTITY,occupation,mother's occupation,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,father's surname,day,marital status,death code B,Birth,forename(s) of deceased,if mother deceased,age at death,FATHER_IDENTITY,mother's forename,SPOUSE_MARRIAGE_RECORD_IDENTITY,mother's maiden surname,name of spouse,SPOUSE_IDENTITY,spouse's occ,death code C,address,sex,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes1,DECEASED_IDENTITY,surname of deceased
D,3346,Kenneth,A16.20,,DECEMBER,3143,1489,1932,4397, ,,4418,1103,Jones,23,M,,4418,Elizabeth,,31,3143,Catherine,1489,Maisuradze,John Dumitru,4397,COTTON SPINNER,,"889 A75, Dumfries and Galloway",F,4418,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,4418,Jones
D,3508,Patrick,I51.90,,JANUARY,3368,1476,1946,4527,SEAMSTRESS,,4424,1187,Nguyen,3,M,G40.90,4424,Margaret,,44,3368,Jane,1476,Sepp,Alexander Bonik,4527,WARPER COTTON FACTY,,"1 Cuminestown Road, Aberdeenshire",F,4424,3508,SYNTHETIC DATA PRODUCED USING VALIPOP,4424,Nguyen
D,4342,Jack,J45.90,,JULY,4341,1477,1957,4185,HOUSEKEEPER,,4417,1174,Harris,27,W,,4417,Isabel,D,55,4341,Maia,1477,Schulz,Archibald Prochazka,4185,HOUSE KEEPER,,"1 Robertson Way, Braeleny Farm, Stirling",F,4417,4342,SYNTHETIC DATA PRODUCED USING VALIPOP,4417,Harris
D,4108,James,I51.90,,NOVEMBER,3265,1502,1957,4361, ,,4422,1171,Bonik,27,R,,4422,Janet,D,56,3265,Emma,1502,Sanchez,James Rossi,4361,LETTER PRESS PRINTER,,"1 Peelnick, Scottish Borders",F,4422,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4422,Bonik
D,3616,James,missing,,DECEMBER,3053,1451,1958,4187,TAILORS WIDOW,,4428,1158,Visser,11,missing,,4428,Visser,D,67,3053,Catherine,1451,Jones,James Szabo,4187,FARMER OF 850 ACRES (EMPLOYING 6 MEN & ONE BOY,,"2 Grubbit Mill, Scottish Borders",F,4428,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,4428,Isabella
,3384,Nathan,M79.00,,SEPTEMBER,3602,1503,1972,4289,BUTLERS WIFE,,4420,1110,Andersson,13,W,K31.94,4420,Margaret,D,71,3602,Isabella,1503,Jones,Alexr Visser,4289,COTTON WEAVER,,"1 Holmwood Gardens, Langholm, Dumfries and Galloway",F,4420,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,4420,Andersson
D,3302,Davide,J18.90,,NOVEMBER,4007,,1956,, ,,4450,1169,Santos,4,S,,4450,Marion,D,54,4007,Isabella,,Schroeder,,,,,"1 Benview Terrace, Clackmannanshire",F,4450,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,4450,Santos
D,3731,Thomas,J40.02,,DECEMBER,3269,,1968,, ,,4452,1203,Sanchez,30,S,,4452,Jane,D,66,3269,Mary Grace,,Schroeder,,,,,"1 Grubbit Mill, Scottish Borders",F,4452,3731,SYNTHETIC DATA PRODUCED USING VALIPOP,4452,Sanchez
,3302,Davide,A36.80,,NOVEMBER,4007,,1903,, ,,4487,1169,Santos,19,S,,4487,Amelia,,0,4007,Isabella,,Schroeder,,,,,"1 Benview Terrace, Clackmannanshire",F,4487,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,4487,Santos
,3324,Hugh,A18.33,,JUNE,3303,,1903,, ,,4488,1101,Markovic,26,S,,4488,Mary,,0,3303,Annie,,Harutyunyan,,,,,"2 Braehouse, Scottish Borders",F,4488,3324,SYNTHETIC DATA PRODUCED USING VALIPOP,4488,Markovic
,3607,Jenzen,C55.00,,DECEMBER,3606,,1884,,PROPRIETuR OF A COTTAGE,,3608,949,Diogo,14,S,,3608,Jenjen,,78,3606,Sophie,,,,,,,"1 Cornbank, Penicuik, Midlothian",F,3608,3607,SYNTHETIC DATA PRODUCED USING VALIPOP,3608,Olivia
,3627,Robert,P96.93,,MARCH,3389,,1904,, ,,4489,1144,Smith,10,S,,4489,Mary,,0,3389,Julie,,Zhu,,,,,"1 Weensmoore, Scottish Borders",F,4489,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,4489,Smith
,3660,Nikolaj,A38.00,,MARCH,3918,,1904,, ,,4490,1216,Sousa,24,S,R60.11,4490,Mary,,1,3918,Alba,,Martinez,,,,,"1 Knocklea, Biggar, South Lanarkshire",F,4490,3660,SYNTHETIC DATA PRODUCED USING VALIPOP,4490,Sousa
D,3616,James,A16.96,,MAY,3053,1405,1933,4339, ,,4496,1158,Visser,13,M,,4496,Margaret,,29,3053,Catherine,1405,Jones,William Schroeder,4339,TANNER EMPLOYG 8 MEN,,"172 Dailly Road, Maybole, South Ayrshire",F,4496,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,4496,Visser
,4685,Thomas,A16.91,,SEPTEMBER,4684,1427,1933,4792,HOUSE MAID,,4689,1270,Smith,23,M,,4689,Laura,,29,4684,Michela,1427,Saar,Mikel Wozniak,4792,GENERAL LAW CLERK,,"1 Wilton Dean, Scottish Borders",F,4689,4685,SYNTHETIC DATA PRODUCED USING VALIPOP,4689,Smith
,5406,Michael,R09.10,,FEBRUARY,5405,1456,1933,5401, ,,5402,1457,Robinson,8,M,,5402,Aada,,29,5405,Ellie,1456,,Jack Ramirez,5401,FISH MERCHANT,,"1 Craiglockhart Gardens, Craiglockhart, City of Edinburgh",F,5402,5406,SYNTHETIC DATA PRODUCED USING VALIPOP,5402,Clark
D,4108,James,R99.01,,OCTOBER,3265,1426,1947,4757,TRAVELLER,,4492,1171,Bonik,10,M,,4492,Catherine,D,44,3265,Emma,1426,Sanchez,Emre Markovic,4757,COOPER,,"1 Jones Street, Fife",F,4492,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4492,Bonik
D,4379,John,C55.00,,AUGUST,3595,1406,1947,4331, ,,4500,1209,Soto,4,M,,4500,Barbara,,44,3595,Regina,1406,Williams,Archd Bonik,4331,CARTER,,"1 Torrie Wyne, Fife",F,4500,4379,SYNTHETIC DATA PRODUCED USING VALIPOP,4500,Soto
D,4273,Ren,J18.00,,DECEMBER,4272,1460,1959,4625,SPINSTER,,4520,1149,Ilves,27,W,,4520,Kate,D,55,4272,Hannah,1460,Castillo,Angus Visser,4625,WINCEY WEAVER,,"1 Miller Avenue, Girvan, South Ayrshire",F,4520,4273,SYNTHETIC DATA PRODUCED USING VALIPOP,4520,Ilves
,4437,Veeti,J18.90,,APRIL,4436,,1907,, ,,4560,1200,Morales,4,S,A38.00,4560,Helen,,1,4436,Aoi,,Carvalho,,,,,"1 Mount Crescent, Dufftown, Moray",F,4560,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4560,Morales
D,3534,Jack,I51.90,,MARCH,4148,,1958,,HOUSE KEEPER,,4562,1131,Dumitru,20,S,,4562,Janet,,53,4148,Margaret,,Rossi,,,,,"3 Weensmoore, Scottish Borders",F,4562,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,4562,Dumitru
,2836,Ronald,J42.00,,JUNE,2835,,1867,, ,,2833,736,Dang,12,M,,2833,Laura,,60,2835,Amy,,,,,,,"1 Canty Grove, East Lothian",F,2833,2836,SYNTHETIC DATA PRODUCED USING VALIPOP,2833,Schmitz
,3346,Kenneth,A16.96,missing,AUGUST,3143,,1906,, ,,4588,1103,Jones,28,S,,4588,Mary,missing,0,3143,Catherine,,Maisuradze,,,,,"1 Preston Gardens, Annan, Dumfeies and Galloway",F,4588,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,4588,Jones
D,3540,Jake,A16.96,,OCTOBER,3817,,1956,, ,,4596,1223,Santana,1,S,,4596,Catherine,,49,3817,Jane,,Sepp,,,,,"1 Winehouse Yett, South Ayrshire",F,4596,3540,SYNTHETIC DATA PRODUCED USING VALIPOP,4596,Santana
D,3586,Adam,J81.01,,AUGUST,3233,,1956,,WEAVER'S WIFE,,4598,1244,Jones,2,S,,4598,Mary,D,50,3233,Mary,,Rojas,,,,,"1 Strathmore Place, Borrowfield, Montrose",F,4598,3586,SYNTHETIC DATA PRODUCED USING VALIPOP,4598,Jones
D,3620,Mikkel,R99.01,,27,3374,,1958,, ,missing,4600,1197,Nguyen,DECEMBER,D,,4600,Janet,D,52,3374,Carolin4,,Greco,,,,,"1 Caltrop Place, Hillpark, Bannockburn",F,4600,3620,SYNTHETIC DATA PRODUCED USING VALIPOP,4600,Nguyen
D,4752,Ren,R99.01,,JUNE,4751,,1969,,HOUSEKEEPER,,4754,1284,Markovic,23,S,,4754,Anna,,63,4751,Ana,,Abdullayev,,,,,"1 Broom Road, Inverclyde",F,4754,4752,SYNTHETIC DATA PRODUCED USING VALIPOP,4754,Markovic
D,5077,Daiki,M86.92,,MAY,5076,,1969,, ,,5080,1370,Tasev,19,S,,5080,Susana,D,63,5076,Laura,,Smit,,,,,"1 Kinacres Grove, Carriden, Falkirk",F,5080,5077,SYNTHETIC DATA PRODUCED USING VALIPOP,5080,Tasev
,3534,Jack,J18.90,,JULY,4148,,1935,,DOMESTIC SERVANT,,4622,1131,Dumitru,25,S,,4622,Margaret,,27,4148,Margaret,,Rossi,,,,,"3 Weensmoore, Scottish Borders",F,4622,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,4622,Dumitru
D,3659,David,G83.90,,APRIL,3845,,1950,,GATE KEEPER,,4628,1218,Larsson,17,S,,4628,Annie,D,42,3845,Eva,,Martinez,,,,,"1 Mallard Road, Aberdeenshire",F,4628,3659,SYNTHETIC DATA PRODUCED USING VALIPOP,4628,Larsson
D,4580,William,R68.85,,JANUARY,3963,,1950,, ,,4634,1254,Szabo,21,S,,4634,Jane,,42,3963,Leah,,Varga,,,,,"1 Braehouse, Scottish Borders",F,4634,4580,SYNTHETIC DATA PRODUCED USING VALIPOP,4634,Szabo
,4788,Roberto,C16.90,,OCTOBER,4787,,1950,, ,,4789,1293,Wozniak,25,S,,4789,Jade,D,43,4787,Emma,,Schroeder,,,,,"1 Langholm View, East Ayrshire",F,4789,4788,SYNTHETIC DATA PRODUCED USING VALIPOP,4789,Wozniak
D,1365,Jose,I51.90,,FEBRUARY,1257,591,1884,1795,CARPENTER'S WIDOW,,1720,371,Martinez,17,W,,1720,Janet,D,77,1257,Amy,591,Larsson,Neil CONLLY,1795,DRESS MAKER & GILDER,,"2 Allanbank, Lauder, Scottish Borders",F,1720,1365,SYNTHETIC DATA PRODUCED USING VALIPOP,1720,Martinez
,6829,Anton,A75.90,,JANUARY,6828,,1971,, ,,6830,1984,Gonzalez,31,S,R53.03,6830,Iris,,63,6828,Barbara,,,,,,,"1 Fernlea Drive, Drumcaldie, Fife",F,6830,6829,SYNTHETIC DATA PRODUCED USING VALIPOP,6830,Gonzalez
D,5549,Jonas,A16.91,,JUNE,5548,1575,1950,4391, ,,5550,1495,Bandara,21,M,,5550,Maria,D,43,5548,Izaro,1575,Silva,Willia Bonik,4391,LOFTMAN,,"1 Bastle Road, Foulden New Mains, Scottish Borders",F,5550,5549,SYNTHETIC DATA PRODUCED USING VALIPOP,5550,Bandara
,3302,Davide,J20.91,,OCTOBER,4007,,1908,, ,,4654,1169,Santos,4,S,,4654,Margaret,,0,4007,Isabella,,Schroeder,,,,,"1 Benview Terrace, Clackmannanshire",F,4654,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,4654,Santos
,3438,Jack,A38.00,,DECEMBER,3474,,1908,, ,,4656,1084,Santana,16,S,,4656,Agnes,,0,3474,Jane,,Boykohighlanders),,,,,"1 Selwick, Hoy",F,4656,3438,SYNTHETIC DATA PRODUCED USING VALIPOP,4656,Santana
,3908,James,G03.90,,AUGUST,3909,,1934,,DOMESTIC SERVANT,,4672,1226,Prochazka,16,S,,4672,Margaret,,25,3909,Christina,,Novak,,,,,"1 Northbank Farm Steadings, St Andrews, Fife",F,4672,3908,SYNTHETIC DATA PRODUCED USING VALIPOP,4672,Prochazka
,3944,Thomas,A16.91,,MARCH,3933,,1934,,SERVANT (DOMESTIC),,4674,1267,Hernandez,21,S,A09.04,4674,Peggy,,26,3933,Catherine,,Kiss,,,,,"1 Big Sand Road, Highland",F,4674,3944,SYNTHETIC DATA PRODUCED USING VALIPOP,4674,Hernandez
D,4480,James,Y26.01,,FEBRUARY,3875,,1959,, ,,4662,1262,Larsson,27,M,,4662,Isabella,D,50,3875,Emma,,Krajnc,,,,,"1 Merrick Terrace, Dumfries and Galloway",F,4662,4480,SYNTHETIC DATA PRODUCED USING VALIPOP,4662,Larsson
D,3840,Thomas,I51.90,,JANUARY,3727,1521,1959,4549,DRESSMAKER,,4668,1264,Schroeder,3,M,,4668,Elisabeth,D,50,3727,Bridget,1521,Novak,Miguel Williams,4549,PLOUGHMAN,,"1 Girnick, Scottish Borders",F,4668,3840,SYNTHETIC DATA PRODUCED USING VALIPOP,4668,Schroeder
,3627,Robert,O67.90,,SEPTEMBER,3389,,1934,,DOMESTIC SERVT,,4698,1144,Smith,9,S,O45.91,4698,Jane,,25,3389,Julie,,Zhu,,,,O60.10,"1 Weensmoore, Scottish Borders",F,4698,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,4698,Smith
,4437,Veeti,H66.90,,JULY,4436,,1934,,CAP MAKER,,4700,1200,Morales,5,S,G03.90,4700,Jessie,,25,4436,Aoi,,Carvalho,,,,,"1 Mount Crescent, Dufftown, Moray",F,4700,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4700,Morales
D,1777,James,I64.01,,JULY,1776,652,1869,1706,ANNUITANT,,1778,430,Marquez,4,W,,1778,Rachel,,62,1776,Ciara,652,Muratovic,Hugo Martinez,1706,VICE ADMIRALS AGENT,,"1 Heugh, Scottish Borders",F,1778,1777,SYNTHETIC DATA PRODUCED USING VALIPOP,1778,Marquez
D,4108,James,A38.00,,JANUARY,3265,,1936,,LINEN WEAVER,,4702,1171,Bonik,7,S,,4702,Janet,D,26,3265,Emma,,Sanchez,,,,,"1 Brae, Highland",F,4702,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4702,Bonik
,3540,Jake,N05.94,,JUNE,3817,,1936,,DOMESTIC SERVANT,,4706,1223,Santana,7,S,N19.01,4706,Elisabeth,,27,3817,Jane,,Sepp,,,,,"1 Winehouse Yett, South Ayrshire",F,4706,3540,SYNTHETIC DATA PRODUCED USING VALIPOP,4706,Santana
D,3656,James,A16.96,,NOVEMBER,3467,,1936,, ,,4708,1217,Schroeder,23,S,,4708,Flora,,27,3467,Alicia,,Zarins,,,,,"38 Raonmor, Highland",F,4708,3656,SYNTHETIC DATA PRODUCED USING VALIPOP,4708,Schroeder
D,3712,Walter,R09.11,,FEBRUARY,3669,,1956,, ,,4710,1188,Bonik,10,S,,4710,Sarah,,46,3669,Mary,,Garcia,,,,,"1 Milton Wynd, South Ayrshire",F,4710,3712,SYNTHETIC DATA PRODUCED USING VALIPOP,4710,Bonik
D,4026,Louis,I51.90,,OCTOBER,4011,,1957,,COTTON MILL WORKER,,4718,1273,Santos,3,S,,4718,Euphemia,,47,4011,Catherine,,Prochazka,,,,,"1 Meadows Place, Lochgilphead, Argyll and Bute",F,4718,4026,SYNTHETIC DATA PRODUCED USING VALIPOP,4718,Santos
,4994,Nathan,C06.90,,APRIL,4993,,1958,, ,,4999,1350,Popa,30,M,,4999,Francesca,,48,4993,Anna,,Stan,,,,,"2 The Lees, Scottish Borders",F,4999,4994,SYNTHETIC DATA PRODUCED USING VALIPOP,4999,Popa
,4010,James,J42.00,,APRIL,3941,1595,1958,4559,WIFE OF FARMER,,4714,1265,Szabo,15,R,J43.90,4714,Jane,D,49,3941,Anna,1595,Santos,Thomas Santana,4559,RAILWAY PORTER,,"2 Allanbank, Lauder, Scottish Borders",F,4714,4010,SYNTHETIC DATA PRODUCED USING VALIPOP,4714,Szabo
,4437,Veeti,A37.90,,NOVEMBER,4436,,1910,, ,,4732,1200,Morales,12,S,,4732,Ann,,0,4436,Aoi,,Carvalho,,,,,"1 Mount Crescent, Dufftown, Moray",F,4732,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4732,Morales
,4108,Bonick,A37.90,,NOVEMBER,3265,,1910,, ,,4734,1171,James,17,S,,4734,Susan,,?,3265,Emmab,,Sanchez,,,,,"1 Hope Street, Blackhouse, Peterhead",F,4734,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4734,Bonik
,4305,John,A16.96,,SEPTEMBER,3497,,1934,, ,,4736,1178,Brown,30,S,,4736,Isabella,,24,3497,Noemie,,Iliev,,,,,"1 Calfward Park, Allanbank, Lauder",F,4736,4305,SYNTHETIC DATA PRODUCED USING VALIPOP,4736,Brown
D,2237,Nicholas,J42.00,,JANUARY,2236,651,1877,1675,PAUPER,,2244,564,Szabo,13,W,,2244,Emma,D,69,2236,Irem,651,Mulder,John Schroeder,1675,WEAVER (OF WOOLEN),,"1 Vicarlands, Maybole, South Ayrshire",F,2244,2237,SYNTHETIC DATA PRODUCED USING VALIPOP,2244,Szabo
,3760,John,R80.01,,8,3755,1533,1934,4713,COTTON WEAVER,,4738,1233,Harutyunyan,DECEMBER,R,,4738,Christina,,?4,3755,R,1533,Margory,Thomas ?anchez,4713,PLOUGHMAN,,"72 Bayview, Argyll and Bute",F,4738,3760,SYNTHETIC DATA PRODUCED USING VALIPOP,4738,Harutyunyan
,3838,William,A16.96,,OCTOBER,3679,1522,1934,4783,DAIRY MAID,,4740,1238,Sanchez,4,M,,4740,Mary,,24,3679,Sarah,1522,de Boer,David Santos,4783,MINER,,"1 Wingate Avenue, Dalry, North Ayrshire",F,4740,3838,SYNTHETIC DATA PRODUCED USING VALIPOP,4740,Sanchez
,3908,James,N05.94,,FEBRUARY,3909,1480,1951,4558,KNITTER,,4742,1226,Prochazka,26,M,,4742,Eva,,40,3909,Christina,1480,Novak,James Smith,4558,LABOURER,,"1 Mid Lane, Perth and Kinross",F,4742,3908,SYNTHETIC DATA PRODUCED USING VALIPOP,4742,Prochazka
D,5433,Peter,R53.03,,APRIL,5432,1507,1952,4571, ,,5441,1466,Savic,20,R,,5441,Irena,,41,5432,Laura,1507,de Boer,John Tkachenko,4571,IRON MINER,,"2 Milton Wynd, South Ayrshire",F,5441,5433,SYNTHETIC DATA PRODUCED USING VALIPOP,5441,Savic
,4548,Matheus,J42.00,,APRIL,4547,,1957,, ,,4764,1229,Williams,16,S,,4764,Elizabeth,D,46,4547,Krystyna,,Tremblay,,,,,"257 Sauchenbush Road, Templehall, Kirkcaldy",F,4764,4548,SYNTHETIC DATA PRODUCED USING VALIPOP,4764,Williams
D,3728,Jozef,A75.90,,JANUARY,4612,,1957,, ,,4768,1287,Moreau,31,S,,4768,Jane,D,45,4612,Chiara,,Schroeder,,,,,"1 Brahan Terrace, Letham, Perth and Kinross",F,4768,3728,SYNTHETIC DATA PRODUCED USING VALIPOP,4768,Moreau
D,4107,James,I51.90,,AUGUST,3321,,1935,,MILL WORKER,,4802,1190,Larsson,31,S,,4802,Jessie,,22,3321,Marie,,Sanchez,,,,,"1 Ceann An Ora, Na h-Eileanan Siar",F,4802,4107,SYNTHETIC DATA PRODUCED USING VALIPOP,4802,Larsson
D,4440,William,A09.02,,MAY,4117,,1952,, ,,4818,1298,Larsson,18,S,,4818,Mary,,39,4117,Marie,,Morales,,,,,"1 Heatherfield Post Office Road, Portree, Highland",F,4818,4440,SYNTHETIC DATA PRODUCED USING VALIPOP,4818,Larsson
,3836,Matthew,K75.90,,JULY,3915,1700,1956,5438,OUT DOOR WORK,,4810,1237,Sanchez,8,M,R17.00,4810,Margaret,D,44,3915,Janet,1700,Sepp,Leon Savic,5438,FISHERMAN,,"1 Manse, Scottish Borders",F,4810,3836,SYNTHETIC DATA PRODUCED USING VALIPOP,4810,Sanchez
,5357,Aaron,A52.10,,DECEMBER,5356,1701,1956,4811,NIL,,5364,1444,Gauthier,16,M,,5364,Mojca,,44,5356,Anna,1701,Dimitrov,George Jones,4811,PLOUGHMAN,,"1 Dingleton Loan, Abbotsmeadow, Melrose",F,5364,5357,SYNTHETIC DATA PRODUCED USING VALIPOP,5364,Gauthier
,2085,Luke,I51.90,,JUNE,2087,747,1866,1617, ,,2089,518,Brown,25,W,J98.40,2089,Moe,D,57,2087,Katerina,747,Perez,James Lopez,1617,STONE BREAKER,,"1 Jean Lawrie Court, Lessudden House, Scottish Borders",F,2089,2085,SYNTHETIC DATA PRODUCED USING VALIPOP,2089,Brown
D,3788,Garkia,A16.96,missing,MAY,3751,1523,1957,4743,DOMESTIC SERVANT,,4804,1296,John,14,W,,4804,Flora,,4r,3751,Nellie,1523,Garcia,Archibald Grigoryan,4743,LABOURER,,"1 Stewart Cottages, Aberdeenshire",F,4804,3788,SYNTHETIC DATA PRODUCED USING VALIPOP,4804,Garcia
D,3788,John,I64.01,,MARCH,3751,1535,1973,5081,LODGING HOUSE KEEPER,,4806,1296,Garcia,3,M,,4806,Rose,D,60,3751,Nellie,1535,Garcia,Joshua Tasev,5081,SEAMEN (M S),,"1 Endrick Way, Drumbeg, Stirling",F,4806,3788,SYNTHETIC DATA PRODUCED USING VALIPOP,4806,Garcia
,3942,Angus,I38.01,,JANUARY,3973,1534,1973,5440, ,,4812,1266,Maisuradze,28,M,,4812,Margt,D,60,3973,Mary,1534,Soto,Tomas Savic,5440,COTTON WEAVER,,"1 Kennels Road, Annan, Dumfries and Galloway",F,4812,3942,SYNTHETIC DATA PRODUCED USING VALIPOP,4812,Maisuradze
,4685,Thomas,A01.00,,DECEMBER,4684,,1914,, ,,4858,1270,Smith,14,S,G93.90,4858,Josephine,,0,4684,Michela,,Saar,,,,,"1 Claggan, Highland",F,4858,4685,SYNTHETIC DATA PRODUCED USING VALIPOP,4858,Smith
,3650,James,J20.90,,DECEMBER,3665,,1914,, ,,4860,1232,Morozov,27,S,,4860,Agnes,,0,3665,Lilly,,Paulauskas,,,,,"2 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",F,4860,3650,SYNTHETIC DATA PRODUCED USING VALIPOP,4860,Morozov
D,3742,Lachlan,O85.02,,SEPTEMBER,3925,,1936,,COTTON WEAVER,,4862,1235,Jimenez,4,S,,4862,Mary,,21,3925,Sarah,,Martinez,,,,,"56 The Fieldings, East Ayrshire",F,4862,3742,SYNTHETIC DATA PRODUCED USING VALIPOP,4862,Jimenez
,7039,Mathias,A16.91,,SEPTEMBER,7038,,1973,, ,,7040,2064,Trifonov,11,S,,7040,Eva,,59,7038,Emma,,,,,,,"47 Craigiebield Crescent, Broomhill, Penicuik",F,7040,7039,SYNTHETIC DATA PRODUCED USING VALIPOP,7040,Trifonov
D,3796,John,N85.90,,JANUARY,3613,1616,1957,5001,FISHERMANS WIFE,,4864,1210,Rossi,13,M,,4864,Clark,,42,3613,Mary,1616,Soto,Felipe Popa,5001,BLOCK PRINTER,,"1 Orchard Park, Lessudden House, Scottish Borders",F,4864,3796,SYNTHETIC DATA PRODUCED USING VALIPOP,4864,Rossi
,4108,Matthew,J20.91,,NOVEMBER,4306,,1915,, ,,4892,,Iliev,27,S,,4892,Mary,,0,4306,Emma,,Sanchez,,,,,"1 Brae, Highland",F,4892,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4892,Iliev
,4788,Roberto,J18.90,,OCTOBER,4787,,1915,, ,,4894,1293,Wozniak,20,S,,4894,Mary,,0,4787,Emma,,Schroeder,,,,,"1 Langholm View, East Ayrshire",F,4894,4788,SYNTHETIC DATA PRODUCED USING VALIPOP,4894,Wozniak
,3573,Aaron,J42.00,,OCTOBER,3572,940,1883,3566,PAUPER,,3567,941,Sanchez,1,M,,3567,Aada,,74,3572,Maria,940,,Kaito Ibahoy,3566,FARMER,,"1 Easthill, Perth and Kinross",F,3567,3573,SYNTHETIC DATA PRODUCED USING VALIPOP,3567,Rebane
,3760,John,P96.93,,AUGUST,3755,,1915,, ,,4896,1233,Harutyunyan,15,S,,4896,Agnes,,0,3755,Margory,,Rivera,,,,,"1 Great Western Court, Buckie, Moray",F,4896,3760,SYNTHETIC DATA PRODUCED USING VALIPOP,4896,Harutyunyan
missing,3788,Garcia,G03.90,,JULY,3751,,1916,, ,,4898,1296,John,3,S,,4898,Garxia,,?,3751,Nellie,,Garcia,,,,,"252 Golf Course Road, Girvan, South Ayrshire",F,4898,3788,SYNTHETIC DATA PRODUCED USING VALIPOP,4898,Margaret
D,3742,Lachlan,A18.31,,JULY,3925,,1936,, ,,4932,1235,Jimenez,1,S,,4932,Elizabeth,,20,3925,Sarah,,Martinez,,,,,"56 The Fieldings, East Ayrshire",F,4932,3742,SYNTHETIC DATA PRODUCED USING VALIPOP,4932,Jimenez
D,3876,Noah,A16.96,,SEPTEMBER,4824,1669,1956,5209, ,,4936,1330,Andersson,20,M,,4936,Margt,D,40,4824,Christina,1669,Soto,John Prochazka,5209,SHEPHERD OUT DOOR,,"79 Bank Street, Highland",F,4936,3876,SYNTHETIC DATA PRODUCED USING VALIPOP,4936,Andersson
D,3998,Robert,J42.00,,JUNE,3799,1670,1958,5954,FARM OF 5 ACRES,,4942,1246,Prochazka,13,M,,4942,Jane,,41,3799,Mary,1670,Novak,Vojtech Petrov,5954,HAND LOOM WEAVER LINEN,,"23 Old Town, Hillpark, Bannockburn",F,4942,3998,SYNTHETIC DATA PRODUCED USING VALIPOP,4942,Prochazka
D,4024,David,J98.90,,SEPTEMBER,4027,,1958,, ,,4944,1333,Szabo,17,M,,4944,Emma,,42,4027,Margaret,,Novak,,,,,"1 Braehead Crescent, Auld Toon, Stonehaven",F,4944,4024,SYNTHETIC DATA PRODUCED USING VALIPOP,4944,Szabo
,3596,George,P07.30,,OCTOBER,3801,,1918,, ,,4964,1342,Soto,24,S,,4964,Mary,,1,3801,Bridget,,Petrauskas,,,,,"1 Bank Street, New Prestwick, Prestwick",F,4964,3596,SYNTHETIC DATA PRODUCED USING VALIPOP,4964,Soto
,4305,John,A37.90,,MAY,3497,,1918,, ,,4966,1178,Brown,24,S,J11.10,4966,Elizabeth,,0,3497,Noemie,,Iliev,,,,,"1 Calfward Park, Allanbank, Lauder",F,4966,4305,SYNTHETIC DATA PRODUCED USING VALIPOP,4966,Brown
,3804,James,J20.91,,AUGUST,3897,,1919,, ,,4968,1343,Rojas,8,S,G93.61,4968,Mary,,2,3897,Helen,,Rivera,,,,,"46 Hobshill Place, Aberdeenshire",F,4968,3804,SYNTHETIC DATA PRODUCED USING VALIPOP,4968,Rojas
,3786,William,J40.01,,JANUARY,3525,,1919,, ,,4970,1345,Li,30,S,,4970,Jane,,2,3525,Isabella,,Markovic,,,,,"1 Coplandhill, Aberdeenshire",F,4970,3786,SYNTHETIC DATA PRODUCED USING VALIPOP,4970,Li
D,1048,Joshua,R99.01,,JULY,1059,661,1891,1669,HOUSE HOLDER,,1768,353,Schroeder,29,W,,1768,Mary,D,82,1059,Elizabeth,661,Garcia,William COWLEY,1669,MILLWRIGHT,,"2 Mid Lane, Perth and Kinross",F,1768,1048,SYNTHETIC DATA PRODUCED USING VALIPOP,1768,Schroeder
,4379,John,A37.90,,JULY,3595,,1919,, ,,4972,1209,Soto,30,S,J18.00,4972,Elizabeth,,1,3595,Regina,,Williams,,,,,"1 Millhill Road, Perth and Kinross",F,4972,4379,SYNTHETIC DATA PRODUCED USING VALIPOP,4972,Soto
,3836,Matthew,A36.21,,JUNE,3915,,1919,, ,,4974,1237,Sanchez,4,S,,4974,Jessie,,1,3915,Janet,,Sepp,,,,,"1 Gemmell Crescent, Braehead, Ayr",F,4974,3836,SYNTHETIC DATA PRODUCED USING VALIPOP,4974,Sanchez
