surname of groom,GROOM_FATHER_IDENTITY,if bride's father deceased,month,marital status of groom,BRIDE_IDENTITY,if bride's mother deceased,GROOM_IDENTITY,bride's mother's forename,year,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,address of groom,groom's father's surname,groom's mother's maiden surname,bride's father's surname,day,if groom's father deceased,surname of bride,gdeath,notes1,address of bride,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY,if groom's mother deceased,BRIDE_FATHER_IDENTITY,age of groom,groom's mother's forename,age of bride,occupation of groom,bride's father's forename,groom's father's occupation,forename of groom,GROOM_FATHER_BIRTH_RECORD_IDENTITY,ID,bride's father's occupation,groom's father's forename,bride's mother's maiden surname,bdeath,forename of bride,GROOM_MOTHER_IDENTITY,place of marriage,BRIDE_BIRTH_RECORD_IDENTITY,occupation of bride,marital status of bride,BRIDE_MOTHER_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY
Mohan,5649,,JUNE,B,5190,,5651,Lea,1959,5651,5187,"1 Balgonie Woods, Ferguslie Park, Paisley",Mohan,Svensson,De Vries,30,,De Vries,5651,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Farnell Way, Bellyeoman, Dunfermline",5188,,5187,24,Elena,36,CARTER,Juho,CLOTH LAPPER,Lars,5649,1900,TAILOR,Josef,Davis,5190,Maia,5650,Crail Fife,5190,SWEEPER IN COTTON MILL,S,5188,5650
Ilves,6376,,DECEMBER,B,5416,,6380,Marie,1959,6380,4117,"1 Linlithgow Bridge, Linlithgow, West Lothian",Ilves,Garcia,Larsson,4,,Larsson,6380,SYNTHETIC DATA PRODUCED USING VALIPOP,"38 Pinkerton Crescent, Masterton, Dunfermline",4440,,4117,41,Alessia,28,POTATOE MERCHANT,William, ,Matthew,6376,1902,RETIRED MERCHT,Andrew,Morales,5416,Kate,6377,Croftfoot Moodiesburn ,5416, ,W,4440,6377
Brown,4623,,JULY,B,5598,,5467,Eva,1959,5467,4558,"1 Gordon Terrace, Wallacetown, Ayr",Brown,Popa,Smith,3,,Smith,5467,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Mid Lane, Perth and Kinross",4742,,4558,26,Ava,23,LABOURER F S,James,COTTN WEAVE,James,4623,1903,LABOURER,William,Prochazka,5598,Euphemia,5000,Southfield Scottish Borders,5598,A G SEV WIFE,S,4742,5000
Rossi,3563,,MAY,W,5596,,4361,Jane,1959,4361,4733,"1 Peelnick, Scottish Borders",Rossi,Martinez,Wozniak,28,,Wozniak,4361,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Station Park, East Meetings, Fife",4664,,4733,58,Alba,25,LETTER PRESS PRINTER,Neil,GROCER,James,3563,1904,WAREHOUSEMAN GENERAL DRAPER,Daniel,Soto,5596,Elizabeth,3660,South Ayrshire,5596,PAPERER BOX MANUF,S,4664,3660
Savic,5440,,OCTOBER,B,6181,,5817,Alva,1959,5817,6175,"1 Kennels Road, Annan, Dumfries and Galloway",Savic,Maisuradze,Poulsen,9,,Poulsen,5817,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Chamberlain Street, Northbank Farm Steadings, St Andrews",6176,,6175,19,Margt,23,SCHOLAR,James,QUARREYMAN,Smith,5440,1905,PLOUGHMAN,Tomas,Stefanov,6181,Chloe,4812,Borestone Stirling,6181,DOMESTIC SERVANT,S,6176,4812
Wozniak,4733,,APRIL,B,6336,,5469,Eliska,1959,5469,6334,"1 Station Park, East Meetings, Fife",Wozniak,Soto,de Boer,28,,de Boer,5469,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Broom Walk, Craigshill, West Lothian",6335,,6334,27,Jane,20,FARMER SON,Josef,WAREHOUSEMAN GENERAL DRAPER,George,4733,1906,RETIRED BUTLER,Neil,,6336,Emma,4664,Braeleny Farm Stirling,6336,SOLDIERS WIFE,S,6335,4664
Smith,4558,,MARCH,B,5712,,5641,Margaret,1959,5641,4289,"1 Mid Lane, Perth and Kinross",Smith,Prochazka,Visser,19,,Visser,5641,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Holmwood Gardens, Langholm, Dumfries and Galloway",4420,,4289,23,Eva,21,LABOURER (AG),Alexr,LABOURER,Andrew,4558,1907,SEAMAN (MERCHANT),James,Andersson,5712,Grace,4742,Girvan South Ayrshire,5712,DOMESTIC SERVANT,S,4420,4742
Wozniak,4499,,JULY,B,5904,,5717,Mary,1959,5717,5109,"1 Newton Square, Dumfries and Galloway",Wozniak,Bonik,Muratovic,20,,Margaret,5717,SYNTHETIC DATA PRODUCED USING VALIPOP,"21 McDonald Gardens, Aberdeenshire",4984,,5109,missing,Isabella,16,TEA?HER,Pedro,STONE MASON,John,4499,1908,DRY STONE DYpKE BUILDER,James,Iliev,5904,Muratovic,4590,Highland,5904,SCHOLAR,S,4984,4590
Sanchez,4713,,DECEMBER,B,6002,,5999,Elena,1959,5999,5649,"1 Cranston Crescent, Allanbank, Lauder",Sanchez,Brown,Mohan,4,,Mohan,5999,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Cranston Crescent, Allanbank, Lauder",5650,,5649,16,Elizabeth,16,SCHOLAR,Josef,LABOURER,Thos,4713,1909,CLOTH LAPPER,Thomas,Svensson,6002,Jessie,4780,,6002,SCHOLAR,S,5650,4780
Garcia,4973,,JANUARY,B,6008,,5931,Flora,1959,5931,4867,"1 Haddo Crescent, Aberdeenshire",Garcia,Wozniak,Demir,15,,Demir,5931,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Haddo Crescent, Aberdeenshire",5074,,4867,21,Christina,19,WOOD SAWYER,John,FLOUR MERCHANT,John,4973,1910,LABOURER MASONS,William,Mohamed,6008,Elsie,5064,,6008,SCHOLAR,S,5074,5064
Fernandez,1697,,APRIL,B,2720,,2569,Annie,1865,2569,2318,"1 Jean Lawrie Court, Lessudden House, Scottish Borders",Fernandez,Brown,Hernandez,3,,Hernandez,2569,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Cora Linn Court, North Ayrshire",1990,,2318,23,Moe,18,PLOUGHMAN,Cameron,QUAY LABOURER,Henry,1697,872,MASON'S LABOURER,Robert,Dubois,2720,Janet,2089,Dalry North Ayrshire,2720,SCHOLAR,S,1990,2089
Tkachenko,4537,,DECEMBER,B,6006,,5721,Marion,1959,5721,5127,"2 Haughead, Scottish Borders",Tkachenko,Sanchez,Demir,6,,Demir,5721,SYNTHETIC DATA PRODUCED USING VALIPOP,"255 Golf Course Road, Girvan, South Ayrshire",5058,,5127,24,Betsy,16,TAILOR (JOURNEYMAN),Thomas,LABOURER,William,4537,1911,PRIVATE,Peter,WILLIAMS,6006,Hannah,4670,Scottish Borders,6006,SCHOLAR,S,5058,4670
Harris,4345,,MARCH,B,5354,,5570,Isabella,1960,5570,4283,"105 Glen Gardens, Braeleny Farm, Callander",Harris,Williams,Prochazka,20,,Prochazka,5570,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Harbour Place, Moray",4566,,4283,25,Maria,30,PLUMBER,Robert,CROFTER,Neil,4345,1917,BRICKLAYER,Filip,Schroeder,5354,Jane,4373,Na h-Eileanan Siar,5354, ,S,4566,4373
Smith,4690,,OCTOBER,B,5342,,5393,Proxazka,1960,5393,4197,"1 Glenury, Stonehaven, Aberdeenshire",Smith,WILLIAMS,Andersson,2,,Andersson,5393,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 Rha Bank, Highland",4158,,4197,3?,Barbara,31,MINISTER U P CHAPEL PETERHEAD,John,FISHERMAN,Willia,4690,1918,LABOURER,Martin,Ann,5342,Janet,4526,Coplandhill Aberdeenshire,5342,CONFECTONER,S,4158,4526
Muratovic,5111,,NOVEMBER,B,5628,,5579,Isabel,1960,5579,4185,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",Muratovic,Hansen,Prochazka,16,,Prochazka,5579,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Robertson Way, Braeleny Farm, Stirling",4417,,4185,25,Christina,24,ENGINE SMITH,Archibald,COACH MAKER,Patrick,5111,1919,HOUSE KEEPER,Bence,Harris,5628,Mary,4340,Aberdeenshire,5628,RAG STORE KEEPER,S,4417,4340
WILLIMS,4421,,SEPTEMBER,B,5644,,5349,Martha,1960,5349,4523,"1 St Margaret's Drive, West End, Hawick",WILLIAMS,Morales,Bonicck,10,,Bonik,5349,SYNTHETIC DATA PRODUCED USING VALIPOP,"47 Northfield P?rk, Annan, Dumfries and Galloway",4800,,4523,31,Nayasa,24,CARTER,George,FISHERMAN,Daniel,4421,1920,GARDENER'S ASSISTANT,John,Smith,5644,Grace,4439,Girvan South Ayrshire,5644,MILL WORKER,S,4800,4439
Santos,4011,,OCTOBER,B,5678,,5701,Elizabeth,1960,5701,4569,"1 Meadows Place, Lochgilphead, Argyll and Bute",Santos,Prochazka,Jimenez,3,,Jimenez,5701,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Leideag, Na h-Eileanan Siar",4704,,4569,25,Catherine,26,LABOURER,John,RAILWAY LABOURER,Robert,4011,1921,TAILOR,Louis,Flores,5678,Janet,4026,Aberdeenshire,5678,DOMESTIC SERVANT,D,4704,4026
Bolkvadze,5315,,OCTOBER,B,5792,,5795,Rose,1960,5795,4945,"89 Carbost Hall Road, Highland",Bolkvadze,Perez,Wozniak,5,,Wozniak,5795,SYNTHETIC DATA PRODUCED USING VALIPOP,"32 Gordon Brown Place, Highland",4950,,4945,20,Elif,20,SCHOLAR,Michael,MILLWRIGHT,Malcolm,5315,1922,SPIRIT GLASS MAKER,Arthur,Watanabe,5792,Elizabeth,5513,Heatherknowe Portlethen ,5792,SCHOLAR,S,4950,5513
Pena,5143,,MARCH,B,5858,,5863,Janet,1960,5863,4455,"1 Fairway View, Heathfield, Prestwick",Pena,Szabo,Bonik,16,,Bonik,5863,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Strath View, Highland",4906,,4455,18,Ketty,17, ,Frank,SPIRIT MERCHANT,Henry,5143,1923,COAL CARTER,Alexander,Wozniak,5858,Jane,5130,Moffat Dumfries and Galloway,5858,SCHOLAR,S,4906,5130
Harutyunyan,4631,,FEBRUARY,B,6485,,5797,Ellie,1960,5797,6483,"1 Mill Wynd, East Ayrshire",Harutyunyan,Watanabe,Ramirez,6,,Ramirez,5797,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Mill Wynd, East Ayrshire",6484,,6483,23,Jessie,20,FARMER'S SON,Matthew,SEAMAN,Theodore,4631,1924, ,Peter,Stoyanov,6485,Jocelyn,5070,,6485,MILLINER,S,6484,5070
Jimenez,4569,,JANUARY,B,6042,,5723,Nikola,1960,5723,5231,"2 Seafield Crescent, Highland",Jimenez,Flores,Butkus,27,,Butkus,5723,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 Seafield Crescent, Highland",5189,,5231,27,Elizabeth,18,AG LAB,Jacob,TAILOR,John,4569,1925,PLOUGHMAN,John,De Vries,6042,Jane,4704,,6042,SCHOLAR,S,5189,4704
Harutyunyan,1791,,AUGUST,B,2542,,2601,Rachel,1866,2601,1706,"2 Hope Street, Blackhouse, Peterhead",Harutyunyan,Markovic,Martinez,31,,Martinez,2601,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Heugh, Scottish Borders",1778,,1706,22,Isabella,24,JOURNEYMAN TAILOR,Hugo,DRUGGIST PORTER,Bernard,1791,877,VICE ADMIRALS AGENT,George,Marquez,2542,Theresa,1946,North Ayrshire,2542,COOK,S,1778,1946
Dang,5235,,JUNE,B,6040,,5573,Margaret,1960,5573,5055,"1 Cleddans Road, Radnor Park, West Dunbartonshire",Dang,Smit,Grigoryan,19,,Grigoryan,5573,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Union Street, Scottish Borders",5184,,5055,28,Sofie,16,AP MASON,James,RETIRED CARPET WEAVER,Charles,5235,1926,BLACKSMITH,Alexander,Krajnc,6040,Maggie,5236,South Ayrshire,6040,SCHOLAR,S,5184,5236
Szabo,4027,,MARCH,B,5376,,5137,Agnieszka,1961,5137,4723,"2 Wooden, Scottish Borders",Szabo,Novak,Grigoryan,27,,Grigoryan,5137,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 Wooden, Scottish Borders",4924,,4723,40,Margaret,33,LODGER,Luca,SLATER,Will,4027,1933,AGRICUL LABOURER,David,White,5376,Mary,4024,,5376,GOVERNESS,W,4924,4024
Petrov,5949,,FEBRUARY,W,5384,,5954,Nanami,1961,5954,4885,"23 Old Town, Hillpark, Bannockburn",Petrov,,Kuznetsov,17,,Kuznetsov,5954,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 Common Road, Cellardyke, Fife",5040,,4885,44,Irem,33,HAND LOOM WEAVER LINEN,Alexander,COAL MINER,Vojtech,5949,1934,AGRICULTURAL LABOURER,Arttu,Schmid,5384,Mary,5950,Cellardyke Fife,5384,PAUPER,W,5040,5950
Szabo,4187,,OCTOBER,B,6020,,5585,Anna,1961,5585,6017,"1 Snawdon, Scottish Borders",Szabo,Visser,Perez,30,,Perez,5585,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Snawdon, Scottish Borders",6018,,6017,29,Isabella,28,FARM SERV,Julen,FARMER OF 850 ACRES (EMPLOYING 6 MEN & ONE BOY,Joseph,4187,1935,FARMER OF 40 AC EMPLOYING 1 LAB & BOY,James,Horak,6020,Manon,4428,,6020,DOMESTIC SERVANT,S,6018,4428
Tkachenko,4571,,APRIL,B,5626,,5599,Sara,1961,5599,4533,"2 Milton Wynd, South Ayrshire",Tkachenko,Savic,Larsson,4,,Larsson,5599,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Dail a' Chladaich, Highland",5272,,4533,25,Irena,24,IRON MOULDER,John,PLASTERER,Donald,4571,1936,SHOEMAKER,John,Sahin,5626,Sarah,5441,Weensmoore Scottish Borders,5626,CROFTER'S DAUR,S,5272,5441
Andersson,5831,,JULY,B,5636,,5835,Ava,1961,5835,4623,"97 St Fillans Road, St Mary's, Dundee City",Andersson,Hernandez,Brown,6,,Brown,5835,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Gordon Terrace, Wallacetown, Ayr",5000,,4623,28,Ugne,24,SPINDLE MAKER,William, ,Florian,5831,1937,COTTN WEAVE,Bence,Popa,5636,Annie,5832,Perth and Kinross,5636, ,S,5000,5832
Szabo,3969,,JUNE,B,5816,,5581,Martha,1961,5581,4523,"2 Prestonfield Road, Annan, Dumfries and Galloway",Szabo,Grigoryan,Bonik,28,,Bonik,5581,SYNTHETIC DATA PRODUCED USING VALIPOP,"47 Northfield Park, Annan, Dumfries and Galloway",4800,,4523,25,Manon,19,DYER APP,George,CARTER,Donald,3969,1938,GARDENER'S ASSISTANT,Alfred,Smith,5816,Mary,4721,Stranraer Dumfries and Galloway,5816, ,S,4800,4721
Larsson,4117,,MAY,B,6019,,5255,Anna,1961,5255,6017,"1 Heatherfield Post Office Road, Portree, Highland",Larsson,Morales,Perez,9,,Mari,5255,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Auchenbothie Place, Robroyston, Glasgow City",6018,,6017,missing,Marie,21,FLAX WAREHOUSEMAN,Julen,RETIRED MERCHT,James,4117,1939,AG LAB,Wilbiam,Horak,6019,Perez,4440,Aberdeenshire,6019,DOMESTIC SERVANT,S,6018,4440
Smith,4707,,FEBRUARY,B,6293,,5815,Julie,1961,5815,6291,"1 Alexander Drive, Hayton, Aberdeen City",Smith,Szabo,Popovic,22,,Popovic,5815,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Alexander Drive, Hayton, Aberdeen City",6292,,6291,24,Jean,17,TAILOR,Michael,SMITH,James,4707,1941,COALMINER,D,Schmitz,6293,Sarah,4778,,6293,SCHOLAR,S,6292,4778
Garcia,4263,,OCTOBER,B,5762,,5259,Mary,1962,5259,5109,"1591 Castle Road, South Ayrshire",Garcia,Bonik,Muratovic,13,,Muratovic,5259,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Murray Square, Highland",4984,,5109,35,Mary,22,CALICO PRINTER,Pedro,COAL MINER,James,4263,1948,DRY STONE DYKE BUILDER,James,Iliev,5762,Janet,4288,Ettrickbraes Scottish Borders,5762, ,W,4984,4288
Schmit,1978,,JANUARY,B,2750,,2413,Nahia,1866,2413,2747,"1 Cedar Drive, Pitcoudie, Glenrothes",Schmit,Smit,Flores,1,,Flores,2413,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Altyre Avenue, Pitteuchar, Glenrothes",2748,,2747,28,Janet,24,ENGINE SMITH,Tyler,JOURNEYMAN MASON,Willia,1978,878,MARINER,Leevi,Dang,2750,Chiara,1810,Braeleny Farm Stirling,2750,AG LAB,S,2748,1810
Kuznetsov,6565,,DECEMBER,B,5818,,6569,Elizabeth,1962,6569,4933,"1 Springbank Court, Parkhead, Glasgow City",Kuznetsov,Gonzalez,Harutyunyan,13,,Harutyunyan,6569,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 Big Sand Road, Highland",4904,,4933,19,Anna,22, ,Will, ,Alvaro,6565,1949,LABOURER AT WATER WORKS,Tim,Santos,5818,Cathrine,6566,Rosyth Fife,5818,COTTON FACTORY WORKER,S,4904,6566
Sepulveda,5733,,SEPTEMBER,B,5822,,5757,Ann,1962,5757,4711,"4 Weensmoore, Scottish Borders",Sepulveda,WILLIAMS,Harutyunyan,24,,Harutyunyan,5757,SYNTHETIC DATA PRODUCED USING VALIPOP,"481 Low Road, Highland",5054,,4711,24,Margaret,22,COOPER,Peter,GAMEKEEPER,James,5733,1950,MERCHANT,Aaron,Hernandez,5822,Williamina,4829,South Ayrshire,5822,DOMESTIC SERV,S,5054,4829
Wozniak,4945,,SEPTEMBER,B,6535,,5601,Ruby,1962,5601,6532,"32 Gordon Brown Place, Highland",Wozniak,Watanabe,Santana,18,,Santana,5601,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Castlefield Apartments, Hilton, Highland",6533,,6532,26,Rose,17,PLOUGHMAN,Matthew,SPIRIT GLASS MAKER,Andrew,4945,1951, ,Michael,Kobayashi,6535,Sophie,4950,Kincorth Aberdeen City,6535, ,S,6533,4950
Williams,4375,,MAY,B,6130,,5527,Ann,1962,5527,5375,"7 Cora Linn Court, North Ayrshire",Williams,Greco,Harris,25,,Harris,5527,SYNTHETIC DATA PRODUCED USING VALIPOP,"7 Cora Linn Court, North Ayrshire",5336,,5375,32,Bella,17,WAREHOUSE PORTER (COMMISSION),William,WEAVER COTTON,John,4375,1953,PLOUGHMAN,Richard,Wozniak,6130,Agnes,4260,,6130,SCHOLAR,S,5336,4260
Nguyen,4427,,DECEMBER,B,6116,,5535,Chiara,1962,5535,5975,"92 The Green, East Lothian",Nguyen,Tran,Giovanni,17,,Giovanni,5535,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Main Street, Kildrum, Cumbernauld",5976,,5975,31,Sarah,16,CABINET MAKER,Lucas,FARMER OF 75 ACRES EMPLOYING 3 LABOURERS,Charles,4427,1954,LANDS VALUATOR & ASSESSOR,William,Nieminen,6116,Barbara,4581,Alva Clackmannanshire,6116,SCHOLAR,S,5976,4581
Kuznetsov,4884,,FEBRUARY,B,5462,,5707,Aata,1963,5707,5401,"2 Mansefield, Auchreoch, Stirling",Kujnetsov,Mary,Ramires,2,,Ramirez,5707,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Littlemill Way, Cleekhimin, North Lanarkshire",5402,,5401,25,Jones,31,COMPOSITER PRINTER,Jack,DOCTOR OF MEDICINE,Peter,4884,1961, ,Ethan,Robinson,5462,Christian,4292,Borrowfield Montrose ,5462,MASONS WIFE,W,5402,4292
Jansen,5558,,MAY,W,5466,,5560,Barbara,1963,5560,4331,"1 Calfward Park, Allanbank, Lauder",Jansen,Becker,Bonik,22,,Bonik,5560,SYNTHETIC DATA PRODUCED USING VALIPOP,"2 The Avenue, Three Bridges, Inveraray",4500,,4331,27,Sofie,28,SLATER JOUNEYMAN,Archd,PLOUGHMAN,James,5558,1962,FISHERMAN,Alejandro,Soto,5466,Jane,5559,Fife,5466,SEWING MACHINE WORKER,W,4500,5559
Rossi,4361,,SEPTEMBER,B,5582,,5583,Mary,1963,5583,4119,"5 Milton Wynd, South Ayrshire",Rossi,Bonick,Mohamet,20,,Mohamed,5583,SYNTHETIC DATA PRODUCED USING VALIPOP,"42 Ard Struan Road, Highland",4332,,4119,27,Janet,28,SHOE MAKER,James,missing,Gavin,4361,1963,missing,James,Andersson,5582,Christa,4422,West End Scottish Borders,5582,WEAVER MIXED FABRICS,S,4332,4422
Grigoryan,4743,,AUGUST,B,5944,,5643,Ella,1963,5643,5940,"1 Stewart Cottages, Aberdeenshire",Grigoryan,Garcia,White,16,,White,5643,SYNTHETIC DATA PRODUCED USING VALIPOP,"67 Baile na Cille, Na h-Eileanan Siar",5941,,5940,27,Flora,27,STUDENT H TRAINING COLLEGE,Tobias,LABOURER,Edward,4743,1965,MASON (JOURNEYMAN),Archibald,Lopez,5944,Sofia,4804,Portree Highland,5944,GENERAL SERVANT,S,5941,4804
Rojas,5798,,JANUARY,W,5640,,5802,Mary,1963,5802,4783,"1 Park Drive, Hillpark, Bannockburn",Rojas,Bouchard,Santos,5,,Santos,5802,SYNTHETIC DATA PRODUCED USING VALIPOP,"121 Kirkhill, Dumfries and Galloway",4740,,4783,28,Maria,26, ,David,COTTON YARN TWISTER,Ren,5798,1966,AGR LABOURER,Alexander,Sanchez,5640,Jane,5799,North Berwick East Lothian,5640,LINEN WEAVER,S,4740,5799
Larsson,1859,,SEPTEMBER,B,2749,,2717,Nahia,1866,2717,2747,"1 Millbank Road, Stranraer, Dumfries and Galloway",Larsson,Muratovic,Flores,21,,Flores,2717,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Altyre Avenue, Pitteuchar, Glenrothes",2748,,2747,20,Merve,22,SCHOLAR,Tyler,TAILOR,John,1859,879,MARINER,David,Dang,2749,Lea,2486,Annan Dumfries and Galloway,2749,DOMESTIC SERV,S,2748,2486
Santana,6532,,DECEMBER,B,6257,,6534,Clara,1963,6534,6252,"1 Castlefield Apartments, Hilton, Highland",Santana,Kobayashi,Navarro,12,,Navarro,6534,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Wishaw Terrace, Craigentinny/Meadowbank, City of Edinburgh",6253,,6252,18,Ruby,21, ,William, ,Mattia,6532,1967,FIREMAN STEAMBOAT,Matthew,Olsson,6257,Anouk,6533,Ninewells North Lodge Scottish Borders,6257,DOMESTIC SERV,S,6253,6533
Wozniak,4945,,MARCH,B,5862,,5903,Ann,1963,5903,4899,"32 Gordon Brown Place, Highland",Wozniak,Watanabe,Wozniak,5,,Wozniak,5903,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Warddykes, Angus",5068,,4899,19,Rose,20,SCHOLAR,Will,SPIRIT GLASS MAKER,David,4945,1968,CHEMIST,Michael,Prochazka,5862,Maggie,4950,Highland,5862,SCHOLAR,S,5068,4950
Biton,6100,,DECEMBER,B,6255,,6103,Clara,1963,6103,6252,"1 Greenend View, Orbiston, Bellshill",Biton,Gomez,Navarro,17,,Navarro,6103,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Wishaw Terrace, Craigentinny/Meadowbank, City of Edinburgh",6253,,6252,23,Giulia,16,JOINER (AP),William,AG LAB,Tamas,6100,1969,SILK WEAVER,William,Olsson,6255,Maja,6101,Ninewells North Lodge Scottish Borders,6255,SCHOLAR,S,6253,6101
Poulsen,6175,,JANUARY,B,6154,,6180,Jessie,1963,6180,4631,"1 James Street, Wallacetown, Ayr",Poulsen,Stefanov,Harutyunyan,27,,Harutyunyan,6180,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 James Street, Wallacetown, Ayr",5070,,4631,31,Alva,22,CONTRACTOR,Peter,SHOEMAKER (JOURNEYMAN),Lachlan,6175,1970,WORKER IN PAPER MILL,James,Watanabe,6154,Mary,6176,,6154,DOMESTIC SERV,S,5070,6176
Memmedov,5763,,JULY,B,6172,,5765,Sarah,1963,5765,5341,"1 Hillside Crescent South, Newbattle, Gorebridge",Memmedov,Wong,Tkachenko,27,,Tkachenko,5765,SYNTHETIC DATA PRODUCED USING VALIPOP,"3 Plainfield Terrace, Monksford House, Scottish Borders",5418,,5341,29,Aada,16,FARM SERVANT,John,RETIRED MASON,Pedro,5763,1971,AG LABOURER,Josef,Watanabe,6172,Isabella,5764,Dalry North Ayrshire,6172,SCHOLAR,S,5418,5764
Wozniak,4095,,FEBRUARY,?,5796,,5203,Ann,1964,5203,4711,"1 Hislop Gardens, Galalaw, Scottish Borders",Wozniak,Ilves,Harutyunyan,25,,Harutyunyan,5203,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Dallas Road, Troon, South Ayrshire",5054,,4711,40,Sophie,27,QUARRYMAN,Peter,LABOURER,Andw,4095,1978,MERCHANT,William,Hernandez,5796,Elizabeth,4276,,5796,POWER LOOM WEAVER,S,5054,4276
Pena,4785,,NOVEMBER,B,5889,,5759,Jean,1964,5759,4457,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",Pena,Wojniak,Hansen,20,,Hansen,5759,SYNTHETIC DATA PRODUCED USING VALIPOP,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",4778,,4457,29,Annie,25,JOURNEYMAN BLACKSMITH,M,FARMER OF 20 AC,George,4785,1979,CARTER,Wiliam,Szabo,5889,Roseann,4848,,5889,TINSMITH DAUGHTER,S,4778,4848
Reyes,4703,,JUNE,B,5900,,5727,Barbara,1964,5727,5033,"1 Pentland Place, Middle Grange, Aberdeenshire",Reyes,Jimenez,Harris,3,,Harris,5727,SYNTHETIC DATA PRODUCED USING VALIPOP,"40 Hobshill Place, Aberdeenshire",4910,,5033,25,Violet,21,STUDENT,Alexander,AG LAB,William,4703,1980,FARMER OF 290 ACRES,Joseph,Larsson,5900,Catherine,4772,Portree Highland,5900, ,S,4910,4772
Biton,6100,,SEPTEMBER,B,6198,,6104,Mary,1964,6104,4801,"41 Ard Struan Road, Highland",Biton,Gomez,Morozov,25,,Morozov,6104,SYNTHETIC DATA PRODUCED USING VALIPOP,"41 Ard Struan Road, Highland",5167,,4801,26,Giulia,17,SHOEMAKER,John,JOINER JOUR,Logan,6100,1981,AG LAB,William,Williams,6198,Nellic,6101,,6198,SCHOLAR,S,5167,6101
Biton,6100,,SEPTEMBER,B,5794,,6102,Flora,1965,6102,4867,"1 Greenend View, Orbiston, Bellshill",Biton,Gomez,Demir,23,,Demir,6102,SYNTHETIC DATA PRODUCED USING VALIPOP,"4 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",5074,,4867,19,Giulia,24,TOBACCO SPINNER,John,AG LAB,Milan,6100,1988,LABOURER MASONS,William,Mohamed,5794,Robina,6101,Ardrossan North Ayrshire,5794,DOMESTIC SERVANT,S,5074,6101
Hernandez,2318,,NOVEMBER,missing,2738,,2645,Davidov,1866,2645,1811,"1 Cora Linn Court, North Ayrshir?",Cameron,Duboist,Schroeder,28,,Schroeder,2645,SYNTHETIC DATA PRODUCED USING VALIPOP,"49 Whitehaugh Park, Kittlegairy Estate, Peebles",2086,,1811,22,Annie,18,PLOUGHMAN,John,MASON'S LABOURER,James,2318,880,MISSIONARY,Hernandez,Camille,2738,Jennie,1990,Littledean Scottish Borders,2738,SCHOLAR,S,2086,1990
