Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
,3412,Alexr,MOLE CATCHER,F,3413,16,Dumfries and Galloway,4294, ,1146,,,Bonik,,8,,1146,,MARCH,,,3413,Isabella,L,Rojas,1896,"1 Meadow Park, Dumfries and Galloway",4294,3412,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1146,1894,MAY
,2978,Jeffrey,UNDER PERSONS INFANT CHILD OF SAID,F,2977,24,,3136,COTTON REELER,776,,,Greco,,1,984,776,,DECEMBER,,,2977,Isabella,Isabella,Molnar,1859,"1 Martin Terrace, Aberdeenshire",3136,2978,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,776,1847,SEPTEMBER
,4205,Robert,FORESTERS LAB,F,3541,25,,4300, ,1160,,,Petrauskas,,23,,1160,,SEPTEMBER,,,3541,Katrin,Elizabeth,Rodriguez,1896,"1 Tulloch, Perth and Kinross",4300,4205,SYNTHETIC DATA PRODUCED USING VALIPOP,Petrauskas,1160,1899,JUNE
,3534,Jack, ,F,4148,7,Weensmoore Scottish Borders,4296,DOMESTIC SERVANT,1131,,,Dumitru,,16,,1131,1368,JUNE,,,4148,Margaret,Jane,Rossi,1896,"3 Weensmoore, Scottish Borders",4296,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1131,1893,JANUARY
,3616,James,TINKER,F,3053,20,Dumfries and Galloway,4298,FACTORY WORKER (FLAX),1158,,,Visser,,10,,1158,1447,NOVEMBER,,,3053,Catherine,Catherine,Jones,1896,"122 Kirkhill, Dumfries and Galloway",4298,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,MARCH
,3176,Jose,VET SURGEON & GRAIN MERCHANT,F,3514,31,Monksford House Scottish Borders,4284,CARTER'S WIFE,1099,,,Garcia,,24,,1099,1469,OCTOBER,,,3514,Ann,Lillas,CONLLY,1896,"2 Plainfield Terrace, Monksford House, Scottish Borders",4284,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1099,1886,MAY
,3346,Kenneth,RAILWAY LAB,F,3143,23,Annan Dumfries and Galloway,4292,GOVERNESS TO FAMILY,1103,,,Jones,,27,,1103,1487,DECEMBER,,,3143,Catherine,Mary,Maisuradze,1896,"1 Preston Gardens, Annan, Dumfries and Galloway",4292,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1103,1886,OCTOBER
,3369,Victor,COLLIERY LABOURER,F,3008,21,Benrig Manse Scottish Borders,4286,PLOUGHMAN'S WIFE,1053,,,Mohamed,,8,,1053,1369,OCTOBER,,,3008,Amy,Sarah,Nguyen,1896,"2 Benrig Manse, Scottish Borders",4286,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1053,1880,JUNE
,3268,James,JOURNYMAN SHOEMAKER,F,3205,28,Na h-Eileanan Siar,4288,TAILORS WIFE,1154,,,Bonik,,8,,1154,1367,JULY,,,3205,Jane,Mary,Li,1896,"1 Leideag, Na h-Eileanan Siar",4288,3268,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1154,1895,MAY
,3390,George,PRINTFIELD WORKER,F,3355,18,North Ayrshire,4316,PROSTITUTE,1109,,,Schmit,,3,,1109,,JUNE,,,3355,Mary,Isabella,Sepp,1897,"1 Cora Linn Court, North Ayrshire",4316,3390,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmit,1109,1888,DECEMBER
4312,3176,Jose,VET SURGEON & GRAIN MERCHANT,F,3514,31,Monksford House Scottish Borders,4312,CARTER'S WIFE,1099,,4312,Garcia,,25,,1099,1448,OCTOBER,,,3514,Ann,Margt,CONLLY,1897,"2 Plainfield Terrace, Monksford House, Scottish Borders",4312,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1099,1886,AUGUST
4314,3926,Joshua,FARM SERVANT,F,3816,1,,4314,DOMESTIC SERVANT,1164,illegitimate,4314,Santana,,8,1449,1164,,JULY,,,3816,Regina,Elizabeth,Jimenez,1897,"1 Denfield Drive, Cardenden, Fife",4314,3926,SYNTHETIC DATA PRODUCED USING VALIPOP,Santana,1164,1902,NOVEMBER
,2234,Robert,LABOURER,F,2121,10,Dalgety Bay Fife,3028,DRESS MAKER,766,,,Larsen,,1,,766,,JUNE,,,2121,Agnes,Agnes,Bolkvadze,1855,"1 Skua Drive, Dalgety Bay, Fife",3028,2234,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsen,766,1849,SEPTEMBER
3164,2346,Hugh,PAUPER,F,2641,15,,3164,DRESS MAKER,805,,3164,de Boer,,29,,805,,FEBRUARY,,,2641,Irem,Janet,Micallef,1860,"1 Nelson Place, Dumfries and Galloway",3164,2346,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,805,1860,NOVEMBER
4318,3534,Jack, ,F,4148,7,Weensmoore Scottish Borders,4318,DOMESTIC SERVANT,1131,,4318,Dumitru,,15,,1131,1389,JUNE,,,4148,Margaret,Elizabeth,Rossi,1897,"3 Weensmoore, Scottish Borders",4318,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1131,1893,JANUARY
,3110,William, ,F,3145,9,Ellon Aberdeenshire,4328,WHITE FISHER WIFE,1034,,,Rojas,,13,,1034,,APRIL,,,3145,Agnes,Catherine,WILLIAMS,1898,"23 Eilean Rise, Ellon, Aberdeenshire",4328,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,SEPTEMBER
4327,3032,John,LABOURER,F,2737,29,Braeleny Farm Callander ,4327, ,971,,4327,Novak,,7,,971,1404,MAY,,,2737,Margaret,Elizabeth,Anderson,1898,"2 Glen Gardens, Braeleny Farm, Callander",4327,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,971,1874,JULY
4330,3302,Davide,SUGAR BOILER,F,4007,20,Clackmannanshire,4330,AG LAB,1169,,4330,Santos,,26,,1169,1403,JUNE,,,4007,Isabella,Janet,Schroeder,1898,"1 Benview Terrace, Clackmannanshire",4330,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1169,1896,APRIL
4338,4108,James,PUDDLER,F,3265,2,Blackhouse Peterhead ,4338,COTTON FACTORY WORKER,1171,,4338,Bonik,,21,,1171,1416,AUGUST,,,3265,Emma,Margaret,Sanchez,1898,"1 Hope Street, Blackhouse, Peterhead",4338,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1171,1896,NOVEMBER
4334,3412,Alexr,MOLE CATCHER,F,3413,16,Dumfries and Galloway,4334, ,1146,,4334,Bonik,,7,,1146,1402,MARCH,,,3413,Isabella,Helen,Rojas,1898,"1 Meadow Park, Dumfries and Galloway",4334,3412,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1146,1894,MAY
4332,3384,Nathan,SPIRIT MERCHANT,F,3602,12,Coplandhill Aberdeenshire,4332,COTTON WINDER,1110,,4332,Andersson,,14,,1110,1315,JUNE,,,3602,Isabella,Mary,Jones,1898,"1 Tortorston Drive, Coplandhill, Aberdeenshire",4332,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1110,1888,SEPTEMBER
4340,3620,Lorenzo,LINEN WEAVER,F,3810,JULY,East Lothian,4340, ,1173,missing,4340,Hanspen,,27,,1173,1417,22,,,3810,Caroline,Hansen,G?eco,1898,"128 The Glebe, East Lothian",4340,3620,SYNTHETIC DATA PRODUCED USING VALIPOP,Christina,1173,1895,NOVEMBER
,3924,WILLIAMS,missing,F,3109,25,Girvan South Ayrshire,4336,HOUSE MAID,1085,,,John,,18,,1085,1316,AUGUST,,,3109,Jimrnez,Jane,Alice,1898,"1 Ailsa Place, Gitvan, South Ayrshire",4336,3924,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,1085,1886,NOVEMBER
4353,3032,John,LABOURER,F,2737,29,Braeleny Farm Callander ,4353, ,971,,4353,Novak,,13,,971,,MAY,,,2737,Margaret,Margret,Anderson,1899,"2 Glen Gardens, Braeleny Farm, Callander",4353,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,971,1874,AUGUST
3170,2310,Kenneth,BOOT MAKER,F,1925,29,Highland,3170,DOMESTIC SERVANT,767,,3170,Larsson,,27,,767,,DECEMBER,,,1925,Emily,Barbara,Rivera,1860,"32 Gordon Brown Place, Highland",3170,2310,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,767,1849,MAY
,4200,Enzo,WOOLEN WEAVER,F,4199,7,,4354, ,1125,,,Rodriguez,,27,,1125,,JUNE,,,4199,Maria,Jane,Kiss,1899,"1 Sunnyside Court, Alloa, Clackmannanshire",4354,4200,SYNTHETIC DATA PRODUCED USING VALIPOP,Rodriguez,1125,1878,JULY
4355,3176,Jose,VET SURGEON & GRAIN MERCHANT,F,3514,31,Monksford House Scottish Borders,4355,CARTER'S WIFE,1099,,4355,Garcia,,15,,1099,,OCTOBER,,,3514,Ann,Jannet,CONLLY,1899,"2 Plainfield Terrace, Monksford House, Scottish Borders",4355,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1099,1886,MAY
4356,3369,Victor,COLLIERY LABOURER,F,3008,21,Benrig Manse Scottish Borders,4356,PLOUGHMAN'S WIFE,1053,,4356,Mohamed,,14,,1053,,OCTOBER,,,3008,Amy,Mary,Nguyen,1899,"2 Benrig Manse, Scottish Borders",4356,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1053,1880,OCTOBER
,3300,Edward,SOLDIER,F,3111,14,South Ayrshire,4358,HOUSE MAID,1155,,,Vissvr,,2,,1155,,JULY,,,3111,Jane,Catheine,Bron,1899,"1590 Castle Road, South Ayrshire",4358,3300,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1155,1893,JUNE
,3390,George,PRINTFIELD WORKER,F,3355,18,North Ayrshire,4360,DRESSMAKER,1109,,,Schmit,,6,,1109,,JUNE,,,3355,Mary,Mary,Sepp,1899,"1 Cora Linn Court, North Ayrshire",4360,3390,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmit,1109,1888,SEPTEMBER
,3729,Felix,CLERK WHOLESALE PROVISION STORE,F,3694,1,Allanbank Lauder ,4362,HOUSE MAID,1147,,,Oliynyk,,28,,1147,,JUNE,,,3694,Paula,Catherine,Schroeder,1899,"95 The Glebe, Allanbank, Lauder",4362,3729,SYNTHETIC DATA PRODUCED USING VALIPOP,Oliynyk,1147,1892,OCTOBER
,3616,missing,PLOUGHMAN,F,3053,20,Dumfries and Galloway,4364,FACTORY WORKER (FLAX),1158,,,Vijser,,1q,,1158,,NOVEMBER,,,3053,Catherine,Annie,Jones,1899,"122 Kirkhill, Dujfries and Galloway",4364,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,JANUARY
,4205,Robert,FORESTERS LAB,F,3541,25,,4366, ,1160,,,Petrauskas,,28,,1160,,SEPTEMBER,,,3541,Katrin,Helen,Rodriguez,1899,"1 Tulloch, Perth and Kinross",4366,4205,SYNTHETIC DATA PRODUCED USING VALIPOP,Petrauskas,1160,1899,NOVEMBER
4386,3110,William,COTTON WEAVER,F,3145,9,Ellon Aberdeenshire,4386,COOK,1034,,4386,Rojas,,11,,1034,,APRIL,,,3145,Agnes,Jessie,WILLIAMS,1900,"23 Eilean Rise, Ellon, Aberdeenshire",4386,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,SEPTEMBER
4388,3302,Davide,SUGAR BOILER,F,4007,20,Clackmannanshire,4388,AG LAB,1169,,4388,Santos,,4,,1169,,JUNE,,,4007,Isabella,Bridget,Schroeder,1900,"1 Benview Terrace, Clackmannanshire",4388,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1169,1896,OCTOBER
3166,2202,Tyler,SUB AGENT,F,2491,25,Weensmoore Scottish Borders,3166,COTTON BLEACHER,717,,3166,Soto,,26,,717,1043,JANUARY,,,2491,Elizabeth,Agnes,Fernandez,1860,"1 Weensmoore, Scottish Borders",3166,2202,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,717,1844,OCTOBER
4392,3384,Nathan,SPIRIT MERCHANT,F,3602,12,Coplandhill Aberdeenshire,4392,COTTON WINDER,1110,,4392,Andersson,,14,,1110,,JUNE,,,3602,Isabella,Margaret,Jones,1900,"1 Tortorston Drive, Coplandhill, Aberdeenshire",4392,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1110,1888,MAY
,3468,William,COAL MINER,F,4079,16,Aberdeenshire,4394, ,1111,,,Varga,,9,,1111,,SEPTEMBER,,,4079,Margaret,Jane,Rojas,1900,"1 Haddo Crescent, Aberdeenshire",4394,3468,SYNTHETIC DATA PRODUCED USING VALIPOP,Varga,1111,1887,JUNE
4398,3620,Lorenzo,LINEN WEAVER,F,3810,22,East Lothian,4398, ,1173,,4398,Hansen,,28,,1173,,JULY,,,3810,Caroline,Isabella,Greco,1900,"128 The Glebe, East Lothian",4398,3620,SYNTHETIC DATA PRODUCED USING VALIPOP,Hansen,1173,1895,APRIL
,3616,James,PLOUGHMAN,F,3053,20,Dumfries and Galloway,4400,FACTORY WORKER (FLAX),1158,,,Visser,,27,,1158,,NOVEMBER,,,3053,Catherine,Ann,Jones,1900,"122 Kirkhill, Dumfries and Galloway",4400,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,FEBRUARY
,3914,George,SHIP CARPENTER,F,3677,14,Kirkton Angus,4404, ,1191,,,Carvalho,,16,,1191,,FEBRUARY,,,3677,Isabella,Mary,Soto,1900,"45 Corsar Croft, Kirkton, Angus",4404,3914,SYNTHETIC DATA PRODUCED USING VALIPOP,Carvalho,1191,1900,AUGUST
,3627,Robert,LABOURER IN CHEMICAL WORK,F,3389,17,Weensmoore Scottish Borders,4390,WIFE OF GAS ENGINEER HUSBAND GONE TO SOUTHAMERICA,1144,,,Smith,,2,,1144,1470,JANUARY,,,3389,Julie,Margaret,Zhu,1900,"1 Weensmoore, Scottish Borders",4390,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1144,1894,FEBRUARY
,3710,William,PLOUGHMAN,F,3503,24,The Lees Scottish Borders,4402,SHIP OWNER'S SERVANT,1189,,,Carvalho,,24,,1189,1518,JANUARY,,,3503,Annette,Mary,Lopez,1900,"1 The Lees, Scottish Borders",4402,3710,SYNTHETIC DATA PRODUCED USING VALIPOP,Carvalho,1189,1898,NOVEMBER
,3508,Patrick,ATTENDANT ON THE INSANE,F,3368,18,Kingsmuir Peebles ,4396,MILLINER,1187,,,Nguyen,,3,1531,1187,,AUGUST,,,3368,Jane,Jessie,Sepp,1900,"1 Edderston Ridge, Kingsmuir, Peebles",4396,3508,SYNTHETIC DATA PRODUCED USING VALIPOP,Nguyen,1187,1895,MARCH
,3614,William,WHITWRIGHT,F,3523,28,,4426,FISHERWOMAN,1157,,,Bonik,,15,,1157,,JANUARY,,,3523,Mary,Mary,Thill,1901,"1 Glenwell Avenue, Stranraer, Dumfries and Galloway",4426,3614,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1157,1898,AUGUST
4418,3346,Kenneth,JUTE WEAVER,F,3143,23,Annan Dumfries and Galloway,4418,WIFE,1103,,4418,Jones,,7,,1103,1489,DECEMBER,,,3143,Catherine,Elizabeth,Maisuradze,1901,"1 Preston Gardens, Annan, Dumfries and Galloway",4418,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1103,1886,MAY
3174,2410,Pablo,COAL MINER,F,2864,15,Heugh Scottish Borders,3174,DOM SERV,791,,3174,Jones,,24,1120,791,,JULY,,,2864,Bridget,Christina,White,1860,"2 Heugh, Scottish Borders",3174,2410,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,791,1851,JUNE
4424,3508,Patrick,ATTENDANT ON THE INSANE,F,3368,18,Kingsmuir Peebles ,4424,MILLINER,1187,,4424,Nguyen,,25,,1187,1476,AUGUST,,,3368,Jane,Margaret,Sepp,1901,"1 Edderston Ridge, Kingsmuir, Peebles",4424,3508,SYNTHETIC DATA PRODUCED USING VALIPOP,Nguyen,1187,1895,MAY
4417,4342,Jack,GARDENER,F,4341,9,,4417, ,1174,,4417,Harris,,5,,1174,1477,OCTOBER,,,4341,Maia,Isabel,Schulz,1901,"46 Marmion Drive, Caskieberran, Fife",4417,4342,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1174,1879,AUGUST
4422,4108,James,PUDDLER,F,3265,2,Blackhouse Peterhead ,4422,FARM LABOURER,1171,,4422,Bonik,,24,1502,1171,,AUGUST,,,3265,Emma,Janet,Sanchez,1901,"1 Hope Street, Blackhouse, Peterhead",4422,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1171,1896,APRIL
4428,3616,James,PLOUGHMAN,F,3053,20,Dumfries and Galloway,4428,FACTORY WORKER (FLAX),1158,,4428,Visser,,16,,1158,1451,NOVEMBER,,,3053,Catherine,Isabella,Jones,1901,"122 Kirkhill, Dumfries and Galloway",4428,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,APRIL
4420,3384,Nathan,SPIRIT MERCHANT,F,3602,12,Coplandhill Aberdeenshire,4420,COTTON WINDER,1110,,4420,Andersson,,31,1503,1110,,JUNE,,,3602,Isabella,Margaret,Jones,1901,"1 Tortorston Drive, Coplandhill, Aberdeenshire",4420,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1110,1888,MAY
4450,3302,Davide,SUGAR BOILER,F,4007,20,Clackmannanshire,4450,AG LAB,1169,,4450,Santos,,17,,1169,,JUNE,,,4007,Isabella,Marion,Schroeder,1902,"1 Benview Terrace, Clackmannanshire",4450,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1169,1896,FEBRUARY
4452,3731,Thomas,BIG DEALER,F,3269,26,Grubbit Mill Scottish Borders,4452,GARDENERS WIFE,1203,,4452,Sanchez,,4,,1203,,JULY,,,3269,Mary Grace,Jane,Schroeder,1902,"1 Grubbit Mill, Scottish Borders",4452,3731,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1203,1899,JUNE
,3386,James,CARTER,F,3383,17,Mauchline East Ayrshire,4454,MUSLIN NEWER,1165,,,Smith,,29,,1165,,JANUARY,,,3383,Jane,Isabella,Jones,1902,"73 Mary Morrison Drive, Mauchline, East Ayrshire",4454,3386,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1165,1893,APRIL
,4437,Veeti, ,F,4436,18,,4456, ,1200,,,Morales,,30,,1200,,JUNE,,,4436,Aoi,Kate,Carvalho,1902,"1 Mount Crescent, Dufftown, Moray",4456,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,Morales,1200,1888,MAY
,3594,John,AP,F,3617,1,Plantation Highland,4458,HOUSEHOLD WORK,1205,,,Jones,,27,,1205,,JUNE,,,3617,Elizabeth,Ann,Hernandez,1902,"1 Alma Road, Plantation, Highland",4458,3594,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1205,1899,AUGUST
3162,3007,Michael, ,F,3006,6,,3162, ,785,,3162,Mohamed,,25,,785,1044,OCTOBER,,,3006,Sophie,Jeannie,Karlsson,1860,"1 Maconochie Place, Broadsea, Fraserburgh",3162,3007,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,785,1843,JANUARY
,3616,James,PLOUGHMAN,F,3053,20,Dumfries and Galloway,4460,FACTORY WORKER (FLAX),1158,,,Visser,,2,,1158,,NOVEMBER,,,3053,Catherine,Margaret,Jones,1902,"122 Kirkhill, Dumfries and Galloway",4460,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,MARCH
,4379,John,TAILOR,F,3595,6,Perth and Kinross,4464, ,1209,,,Soto,,28,,1209,,OCTOBER,,,3595,Regina,Mary,Williams,1902,"1 Millhill Road, Perth and Kinross",4464,4379,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1209,1898,JANUARY
,3790,Robert,FARM LABOURER,F,3803,22,,4462,GENERAL SERVANT,1207,,,Wozniak,,18,,1207,1360,AUGUST,,,3803,Ann,Margaret,Rossi,1902,"32 Eigie Close, Aberdeenshire",4462,3790,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1207,1912,AUGUST
,3885,Conor,BAKER,F,4141,7,,4466,COTTON WEAVER,1159,,,Demir,,25,,1159,1359,SEPTEMBER,,,4141,Julia,Norah,Bouchard,1902,"1 Rowan Road, Soroba, Oban",4466,3885,SYNTHETIC DATA PRODUCED USING VALIPOP,Demir,1159,1898,SEPTEMBER
4487,3302,Davide,SUGAR BOILER,F,4007,20,Clackmannanshire,4487,AG LAB,1169,,4487,Santos,,25,,1169,,JUNE,,,4007,Isabella,Amelia,Schroeder,1903,"1 Benview Terrace, Clackmannanshire",4487,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1169,1896,SEPTEMBER
4488,3324,Hugh,IRORY TURNER,F,3303,20,,4488, ,1101,,4488,Markovic,,4,,1101,,JULY,,,3303,Annie,Mary,Harutyunyan,1903,"2 Braehouse, Scottish Borders",4488,3324,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,1101,1891,JANUARY
4489,3627,Robert,LABOURER IN CHEMICAL WORK,F,3389,17,Weensmoore Scottish Borders,4489,WIFE OF GAS ENGINEER HUSBAND GONE TO SOUTHAMERICA,1144,,4489,Smith,,11,,1144,,JANUARY,,,3389,Julie,Mary,Zhu,1903,"1 Weensmoore, Scottish Borders",4489,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1144,1894,JULY
4490,3660,Nikolaj,DYER,F,3918,23,Biggar South Lanarkshire,4490, ,1216,,4490,Sousa,,3,,1216,,SEPTEMBER,,,3918,Alba,Mary,Martinez,1903,"1 Knocklea, Biggar, South Lanarkshire",4490,3660,SYNTHETIC DATA PRODUCED USING VALIPOP,Sousa,1216,1900,JANUARY
,3729,Felix,CLERK WHOLESALE PROVISION STORE,F,3694,1,Allanbank Lauder ,4494,HOUSE MAID,1147,,,Oliynyk,,28,,1147,,JUNE,,,3694,Paula,Margaret,Schroeder,1903,"95 The Glebe, Allanbank, Lauder",4494,3729,SYNTHETIC DATA PRODUCED USING VALIPOP,Oliynyk,1147,1892,JUNE
,3659,David,RAILWAY PORTER,F,3845,4,Aberdeenshire,4498,DOM SER,1218,,,Larsson,,27,,1218,1428,NOVEMBER,,,3845,Eva,Mary,Martinez,1903,"1 Mallard Road, Aberdeenshire",4498,3659,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1218,1900,JUNE
3168,2256,Daniel,BLACKSMITH,F,2493,24,Whinnyhouse Scottish Borders,3168, ,748,,3168,Soto,,17,,748,1042,AUGUST,,,2493,Maggie,Margaret,Sanchez,1860,"1 Whinnyhouse, Scottish Borders",3168,2256,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,748,1846,NOVEMBER
4496,3616,James,PLOUGHMAN,F,3053,20,Dumfries and Galloway,4496,FACTORY WORKER (FLAX),1158,,4496,Visser,,4,,1158,1405,NOVEMBER,,,3053,Catherine,Margaret,Jones,1903,"122 Kirkhill, Dumfries and Galloway",4496,3616,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1158,1891,JUNE
4492,4108,James,PUDDLER,F,3265,2,Blackhouse Peterhead ,4492,FARM LABOURER,1171,,4492,Bonik,,22,,1171,1426,AUGUST,,,3265,Emma,Catherine,Sanchez,1903,"1 Hope Street, Blackhouse, Peterhead",4492,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1171,1896,FEBRUARY
4500,4379,John,TAILOR,F,3595,6,Perth and Kinross,4500, ,1209,,4500,Soto,,11,,1209,1406,OCTOBER,,,3595,Regina,Barbara,Williams,1903,"1 Millhill Road, Perth and Kinross",4500,4379,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1209,1898,MAY
,3418,Archibald,IRON WORK LABOURER,F,3319,21,Dumfries and Galloway,4524,HOUSEKEEPER,1060,,,Maisuradze,,4,,1060,,JANUARY,,,3319,Elizabeth,Catherine,Rossi,1904,"55 The Hawthorns, Dumfries and Galloway",4524,3418,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1060,1885,MARCH
,3744,Arthur,BLACKSMITH JOURNEYMAN,F,3235,29,Soroba Oban ,4534,ROPE SPINNER,1224,,,Larsson,,21,,1224,,MARCH,,,3235,Jane,Isabella,Rojas,1904,"1 Nelson Road, Soroba, Oban",4534,3744,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1224,1901,JANUARY
,3914,George,SHIP CARPENTER,F,3677,14,Kirkton Angus,4540,SALMON FISHER'S DAUGHTER,1191,,,Carvalho,,20,,1191,,FEBRUARY,,,3677,Isabella,Catherine,Soto,1904,"45 Corsar Croft, Kirkton, Angus",4540,3914,SYNTHETIC DATA PRODUCED USING VALIPOP,Carvalho,1191,1900,NOVEMBER
4520,4273,Ren,missiyng,F,4272,JANUARY,,4520,LABOURER WIFE,1149,,4520,Ilves,,14,,1149,1460,24,,,4272,H,Ilves,Castllo,1904,"1 Chapel, Fife",4520,4273,SYNTHETIC DATA PRODUCED USING VALIPOP,Kate,1149,1886,MARCH
,3924,John,PLOUGHMAN,F,3109,25,Girvan South Ayrshire,4526, ,1085,,,WILLIAMS,,23,,1085,1453,AUGUST,,,3109,Alice,Barbara,Jimenez,1904,"1 Ailsa Place, Girvan, South Ayrshire",4526,3924,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,1085,1886,MAY
,3534,Jack,FISHERMAN,F,4148,7,Weensmoore Scottish Borders,4530,DRESS MAKER,1131,,,Dumitru,,2,,1131,1504,JUNE,,,4148,Margaret,Janet,Rossi,1904,"3 Weensmoore, Scottish Borders",4530,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1131,1893,JULY
,4305,John,IRON DRESSER,F,3497,5,Allanbank Lauder ,4532,DOMESTIC SERV NURSE,1178,,,Brown,,20,,1178,1544,MAY,,,3497,Noemie,Elsie,Iliev,1904,"1 Calfward Park, Allanbank, Lauder",4532,4305,SYNTHETIC DATA PRODUCED USING VALIPOP,Brown,1178,1896,JANUARY
3172,2702,John,LABOURER,F,2259,4,Highland,3172,POWER LOOM WEAVER,797,,3172,Rivera,,9,,797,1035,JANUARY,,,2259,Mia,Martha,Rodriguez,1860,"38 Raonmor, Highland",3172,2702,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,797,1853,FEBRUARY
,3296,James,AG LABOURER,F,3105,25,Aberdeenshire,4522, ,1129,,,Paulauskas,,22,,1129,1464,NOVEMBER,,,3105,Annie,Jessie,Kovalchuk,1904,"2 Haddo Crescent, Aberdeenshire",4522,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,1129,1892,SEPTEMBER
,3504,Lorenzo,LINEN WEAVER,F,3810,25,,4528,LINEN WARPER,1204,illegitimate,,Hansen,,17,,1204,1463,AUGUST,,,3810,Ann,Mary,Jones,1904,"2 Common Road, Cellardyke, Fife",4528,3504,SYNTHETIC DATA PRODUCED USING VALIPOP,Hansen,1204,1902,SEPTEMBER
