ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY
1840,13,MAY,1955,"Allanbank Lauder ",Ren,Andersson,COTTON WEAVER,B,25,"97 St Fillans Road, St Mary's, Dundee City",Jane,Markovic,HOUSEHOLD DUTIES,S,26,"1 Church Drive, South Ayrshire",Bence,Andersson, ,,Ugne,Hernandez,,William,Markovic,MERCHANT & FARMER,,Margaret,Prochazka,,SYNTHETIC DATA PRODUCED USING VALIPOP,5837,5328,5837,5328,5832,5831,3882,4135,5837,5328,5831,5832,4135,3882
1841,24,OCTOBER,1955,"Belhaven Dunbar ",John,Prochazka,CHEMICAL LABOURER,B,31,"1 Northbank Farm Steadings, St Andrews, Fife",Margeret,Markovic,QUILTER,S,25,"1 Jones Street, Fife",James,Prochazka,MESSENGER,,Christina,Novak,,Emre,Markovic,DRAPER,,Catherine,Bonik,,SYNTHETIC DATA PRODUCED USING VALIPOP,5133,5390,5133,5390,3908,3909,4492,4757,5133,5390,3909,3908,4757,4492
1842,30,AUGUST,1955,"North Williamwood East Renfrewshire",Duncan,Kuznetsov,SCHOLAR,B,17,"1 The Avenue, Three Bridges, Inveraray",Margaret,Smith,SCHOLAR,S,19,"1 Calderpark Road, Baillieston, Glasgow City",Alexander,Kuznetsov,FARMER,,Nanami,Schmid,,Peter,Smith,SOLDIER,,Isabella,Rossi,,SYNTHETIC DATA PRODUCED USING VALIPOP,5625,5540,5625,5540,5040,4885,4568,4589,5625,5540,4885,5040,4589,4568
1843,30,AUGUST,1955,"Cowdenbeath Fife",William,Moreau,AG LAB,B,27,"1 Kirk Road, Stane, Shotts",Telma,Perez,GENERAL SERVANT,S,20,"1 Auchenbothie Place, Robroyston, Glasgow City",Lucas,Moreau, ,,Grace,Ivanovic,,Julen,Perez,AG LAB,,Anna,Horak,,SYNTHETIC DATA PRODUCED USING VALIPOP,5278,6021,5278,6021,5277,5276,6018,6017,5278,6021,5276,5277,6017,6018
1844,7,JANUARY,1955,"Girvan South Ayrshire",John,Kovacevic,STUDENT OF MEDICINE,B,23,"1 Peelnick, Scottish Borders",Isabella,Williams,SCHOLAR,S,17,"1 Girnick, Scottish Borders",Robert,Kovacevic,FIREMAN LEITH GLASS WORKS,,Janet,Bonik,,Miguel,Williams,TRADESMANS CLERK,,Elisabeth,Schroeder,,SYNTHETIC DATA PRODUCED USING VALIPOP,5385,5638,5385,5638,4422,4310,4668,4549,5385,5638,4310,4422,4549,4668
1845,14,JUNE,1955,"Argyll and Bute",Willia,Bogdanov,SCHOLAR,B,20,"33 Birnie Place, Moray",Helen,Nguyen,SCHOLAR,S,16,"1 Middleshade Road, Northbank Farm Steadings, St Andrews",Thomas,Bogdanov, ,,Anna,Azoulay,,Thomas,Nguyen,LABOURER,,Mary,Sanchez,,SYNTHETIC DATA PRODUCED USING VALIPOP,5531,5716,5531,5716,5317,5316,4572,4495,5531,5716,5316,5317,4495,4572
1846,15,SEPTEMBER,1955,"Weensmoore Scottish Borders",Theo,Azoulay,AGRICULTURAL LABOURER,B,26,"1 Campbell's Close, Canongate, City of Edinburgh",Janet,Andersson, ,S,18,"11 Brodick Avenue, Kilwinning, North Ayrshire",Samuel,Azoulay, ,,Reka,,,John,Andersson,COTTON WEAVER,,Marta,Grigoryan,,SYNTHETIC DATA PRODUCED USING VALIPOP,5774,5706,5774,5706,5773,5772,4722,4293,5774,5706,5772,5773,4293,4722
1847,4,SEPTEMBER,1955,,James,Jones,LABOURER RT HEADSMAN,B,31,"2 Scaurs, Jedburgh, Scottish Borders",Mary,Markovic,BLEACHER,S,25,"2 Scaurs, Jedburgh, Scottish Borders",Samuel,Jones,AG LABOURER,,Mary,Prochazka,,Markus,Markovic,FORMERLY CORK CUTTER,,Mary,Huseynov,,SYNTHETIC DATA PRODUCED USING VALIPOP,5635,5852,5635,5852,4608,4453,4814,4755,5635,5852,4453,4608,4755,4814
1857,17,FEBRUARY,1956,"Northbank Farm Steadings Fife",James,Smith,COOPER,B,23,"1 Mid Lane, Perth and Kinross",Ann,Wozniak,UPHOLSTERESS,D,26,"34 Gordon Brown Place, Highland",James,Smith,LABOURER,,Eva,Prochazka,,George,Wozniak,FARMER OF 672 ACRES,,Ruth,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,5505,5336,5505,5336,4742,4558,4032,3947,5505,5336,4558,4742,3947,4032
1858,24,MAY,1956,"Highland",David,Flores,SHOEMAKER EMPLOYING 4 MEN,B,32,"1 Bargrennan Road, South Ayrshire",Isabella,Petrauskas,SHOP KEEPER,D,26,"219 Kepplestone Gardens, Seafield, Aberdeen City",Thomas,Flores,SEED CLERK,,Ann,Dumitru,,Donald,Petrauskas,CATTLE MAN,,Jeanie,Szabo,,SYNTHETIC DATA PRODUCED USING VALIPOP,5147,5330,5147,5330,4180,4247,3872,4021,5147,5330,4247,4180,4021,3872
1859,21,AUGUST,1956,"Whitehills East Kilbride ",Henry,Santos,ENGINE SMITH,B,26,"1 Meadows Place, Lochgilphead, Argyll and Bute",Mary,Grigoryan,HOUSE KEEPER,S,25,"1 South Street, Lodge, Scottish Borders",Louis,Santos,RAILWAY LABOURER,,Catherine,Prochazka,,Luca,Grigoryan,AGRICUL LABOURER,,Agnieszka,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,5371,5376,5371,5376,4026,4011,4924,4723,5371,5376,4011,4026,4723,4924
1860,14,SEPTEMBER,1956,"South Ayrshire",James,Garcia, ,B,19,"1591 Castle Road, South Ayrshire",Annie,Szabo,PINNER (LINEN),S,24,"2 Grubbit Mill, Scottish Borders",James,Garcia,COAL MINER,,Mary,Bonik,,James,Szabo,FARMER OF 850 ACRES (EMPLOYING 6 MEN & ONE BOY,,Isabella,Visser,,SYNTHETIC DATA PRODUCED USING VALIPOP,5623,5460,5623,5460,4288,4263,4428,4187,5623,5460,4263,4288,4187,4428
1861,17,OCTOBER,1956,"Rummond Fife",Willia,Krajnc,CHEMIST & DRUGGIST'S APPRENTICE,B,24,"1 Allanbank, Lauder, Scottish Borders",Elizabeth,Prochazka,WAREHOUSE WORKER,S,24,"1 Robertson Way, Braeleny Farm, Stirling",Tobias,Krajnc,GROCER,,Elizabeth,Santana,,Archibald,Prochazka,HOUSE KEEPER,,Isabel,Harris,,SYNTHETIC DATA PRODUCED USING VALIPOP,5457,5496,5457,5496,4314,4474,4417,4185,5457,5496,4474,4314,4185,4417
1862,16,OCTOBER,1956,"Whinnyhouse Scottish Borders",George,de Boer, ,B,28,"1 Ashgrove Avenue, Maybole, South Ayrshire",Jemima,Savic,DOMESTIC SERVANT,S,24,"480 Braal Castle Road, Caithness",James,de Boer,LAST MAKER,,Margaret,Wozniak,,Peter,Savic,FARMER OF 80 ACRES,,Laura,de Boer,,SYNTHETIC DATA PRODUCED USING VALIPOP,5305,5485,5305,5485,4462,4057,5433,5432,5305,5485,4057,4462,5432,5433
1863,27,SEPTEMBER,1956,"Espieside Coatbridge ",William,Ilves, ,B,34,"1 Linlithgow Bridge, Linlithgow, West Lothian",Isabella,de Boer, ,S,24,"2 Pairc Uilleim, Highland",Andrew,Ilves, ,,Alessia,Garcia,,Andrew,de Boer,JOINER,,Jane,Prochazka,,SYNTHETIC DATA PRODUCED USING VALIPOP,6379,5490,6379,5490,6377,6376,4258,4125,6379,5490,6376,6377,4125,4258
1864,20,JANUARY,1956,"Masterton Dunfermline ",Robert,Santos, ,B,18,"1 Meadows Place, Lochgilphead, Argyll and Bute",Sarah,Tkachenko,BOOKFOLDER,S,22,"2 Haughead, Scottish Borders",Louis,Santos,RAILWAY LABOURER,,Catherine,Prochazka,,Peter,Tkachenko,LABOURER,,Betsy,Sanchez,,SYNTHETIC DATA PRODUCED USING VALIPOP,5703,5546,5703,5546,4026,4011,4670,4537,5703,5546,4011,4026,4537,4670
1865,22,APRIL,1956,"Woodlands Falkirk",Will,De Vries,TIN SMITH (AP),B,21,"1 Farnell Way, Bellyeoman, Dunfermline",Mary Grace,Tanaka,SEAMAN'S DAUR,S,22,"1 Beeches Road, Parkhall, West Dunbartonshire",Juho,De Vries,TAILOR,,Lea,Davis,,Gabriel,Tanaka, ,,Jessica,,,SYNTHETIC DATA PRODUCED USING VALIPOP,5571,5557,5571,5557,5188,5187,5556,5555,5571,5557,5187,5188,5555,5556
1866,27,NOVEMBER,1956,"Whitehills East Kilbride ",Samuel,Rossi,SCHOLAR,B,19,"1 Broadsea, Fraserburgh, Aberdeenshire",Laura,Memmedov, ,S,21,"1 Hillside Crescent South, Newbattle, Gorebridge",Victor,Rossi, ,,Mary Anne,Martinez,,Josef,Memmedov,BUILDER EMPLOYING OF 3 MAN,,Aada,Wong,,SYNTHETIC DATA PRODUCED USING VALIPOP,6066,5766,6066,5766,6063,6062,5764,5763,6066,5766,6062,6063,5763,5764
1867,10,APRIL,1956,"Aberdeenshire",James,Muratovic,LABOURER,B,24,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",Janet,Jimenez,SCHOLAR,S,18,"1 Kinloch Road, Waterside, Aberdeenshire",Bence,Muratovic,COACH MAKER,,Christina,Hansen,,John,Jimenez,FARMER'S SON,,Elizabeth,Flores,,SYNTHETIC DATA PRODUCED USING VALIPOP,5421,5678,5421,5678,4340,5111,4704,4569,5421,5678,5111,4340,4569,4704
1868,25,JANUARY,1956,"South Ayrshire",John,Szabo,DRAPER ASISTENT,B,24,"2 Grubbit Mill, Scottish Borders",Mary,Sanchez,SCHOLAR,S,18,"1 Jean Lawrie Court, Lessudden House, Scottish Borders",James,Szabo,TAILOR,,Isabella,Visser,,Thomas,Sanchez,COTTON WEAVER,,Christina,Harutyunyan,,SYNTHETIC DATA PRODUCED USING VALIPOP,5423,5680,5423,5680,4428,4187,4738,4713,5423,5680,4187,4428,4713,4738
1873,2,NOVEMBER,1957,"Stranraer Dumfries and Galloway",George,Savic,MOULDER (IRON),B,23,"1 Kennels Road, Annan, Dumfries and Galloway",Catherine,Dumitru,MILL WORKER,W,36,"1 Almanythie Road, Roanheads, Peterhead",Tomas,Savic,QUARREYMAN,,Margt,Maisuradze,,Robert,Dumitru,GATE KEEPER COTTON FACTORY,,Marion,Larsson,,SYNTHETIC DATA PRODUCED USING VALIPOP,5681,5096,5681,5096,4812,5440,4132,4225,5681,5096,5440,4812,4225,4132
1874,13,NOVEMBER,1957,"Berryhill Strathaven ",Richard,Ramirez,COOPER (JOURNEYMAN),B,21,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",Dorina,Ivanov,SCHOLAR,S,19,"87 The Oval, Marnock, North Lanarkshire",Jack,Ramirez, ,,Mary,Carvalho,,Cameron,Ivanov,SHOEMAKER,,Agnieszka,Ozols,,SYNTHETIC DATA PRODUCED USING VALIPOP,5627,6054,5627,6054,4402,5401,6053,6052,5627,6054,5401,4402,6052,6053
1875,21,SEPTEMBER,1957,"Swinton Dene Scottish Borders",Mantas,Calderon, ,B,23,"1 Merkland, East Dunbartonshire",Jemina,Brown,SCHOLAR,S,19,"1 Hillhead, Scottish Borders",Mattia,Calderon, ,,Gabriele,Smirnov,,Robert,Brown,AG LAB,,Jeannet,WILLIAMS,,SYNTHETIC DATA PRODUCED USING VALIPOP,6442,5728,6442,5728,6441,6440,4763,4635,6442,5728,6440,6441,4635,4763
1876,7,JANUARY,1957,,Thomas,Hernandez,AG LAB,D,43,"1 Stewart Crescent, Burnt Hill, Caithness",Lillias,Santos,CROFTERS WIFE,S,32,"1 Oldwick Road, Pulteneytown, Wick",Thomas,Hernandez,FARMER OF 75 ACRES,,Catherine,Kiss,,Alexander,Santos,FARMER 90 ACRES (2 SERVTS),,Jane,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,5199,5722,5199,5722,3944,3933,4664,4845,5199,5722,3933,3944,4845,4664
1877,3,JANUARY,1957,"North Ayrshire",Charles,Tkachenko,GROCER & COAL AGENT,W,32,"2 Milfield Gardens, Scaurs, Jedburgh",Mary,Bogdanov,POWER LOOM COTTON WEAVER,S,21,"33 Birnie Place, Moray",Tiago,Tkachenko,CROFTER OF 12 ACRES,,Jane,Sanchez,,Thomas,Bogdanov, ,,Anna,Azoulay,,SYNTHETIC DATA PRODUCED USING VALIPOP,5251,5708,5251,5708,4094,4037,5317,5316,5251,5708,4037,4094,5316,5317
1878,4,JULY,1957,"Portree Highland",James,Jimenez,SCHOLAR,B,16,"1 Kinloch Road, Waterside, Aberdeenshire",Isabella,Ramirez,SCHOLAR,S,17,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",John,Jimenez,TAILOR,,Elizabeth,Flores,,Jack,Ramirez, ,,Mary,Carvalho,,SYNTHETIC DATA PRODUCED USING VALIPOP,5851,5809,5851,5809,4704,4569,4402,5401,5851,5809,4569,4704,5401,4402
1879,9,FEBRUARY,1957,"Allanbank Lauder ",Oliver,Petrov,WORKER IN PAPER MILL,B,26,"1 Beechwood Crescent, Greenhead, Wishaw",Mary,Jimenez,SCHOLAR,S,16,"1 Kinloch Road, Waterside, Aberdeenshire",Arttu,Petrov,COAL MINER,,Irem,,,John,Jimenez,FARMER'S SON,,Elizabeth,Flores,,SYNTHETIC DATA PRODUCED USING VALIPOP,5951,5814,5951,5814,5950,5949,4704,4569,5951,5814,5949,5950,4569,4704
1880,7,SEPTEMBER,1957,"Kincorth Aberdeen City",Laurence,Greco,COAL MERCHANT,B,25,"1 Ramsay Terrace, Tillicoultry, Clackmannanshire",Christina,Wozniak,SCHOLAR,S,17,"32 Gordon Brown Place, Highland",John,Greco,COOPER & COW FEEDER,,Mary,Hansen,,Michael,Wozniak,ROYAL NAVY,,Rose,Watanabe,,SYNTHETIC DATA PRODUCED USING VALIPOP,5537,5820,5537,5820,4528,4232,4950,4945,5537,5820,4232,4528,4945,4950
1887,11,AUGUST,1958,"Braeleny Farm Stirling",Peter,Muratovic,IRONSTONE MINER,B,32,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",Agnes,Wozniak,GAMEKEEPER'S WIFE,S,29,"1 Station Park, East Meetings, Fife",Bence,Muratovic,COACH MAKER,,Christina,Hansen,,Neil,Wozniak,WAREHOUSEMAN GENERAL DRAPER,,Jane,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,5263,5394,5263,5394,4340,5111,4664,4733,5263,5394,5111,4340,4733,4664
1889,22,AUGUST,1958,"Highland",Lars,Huber,SHEPHERD,B,31,"1 Regis Court, Barnton, City of Edinburgh",Catherin,Jimenez,DOMESTIC SERVT,S,24,"1 Kinloch Road, Waterside, Aberdeenshire",Clement,Huber, ,,Mathilde,,,John,Jimenez,FARMER'S SON,,Elizabeth,Flores,,SYNTHETIC DATA PRODUCED USING VALIPOP,6216,5504,6216,5504,6215,6214,4704,4569,6216,5504,6214,6215,4569,4704
1890,7,DECEMBER,1958,,John,Dumitru,PLOUGHMAN,B,24,"1 Frank Coutts Court, Scottish Borders",Giulia,Biton,POWER LOOM WEAVER,S,21,"1 Frank Coutts Court, Scottish Borders",Malcolm,Dumitru,BASKET MAKER (JOURNEYMAN),,Annie,Prochazka,,William,Biton,AG LAB,,Giulia,Gomez,,SYNTHETIC DATA PRODUCED USING VALIPOP,5715,6105,5715,6105,4538,4493,6101,6100,5715,6105,4493,4538,6100,6101
1892,3,JANUARY,1958,"The Lees Coldstream ",Lionel,Demir,SCHOLAR,B,18,"1 Nicol Place, Heatherknowe, Portlethen",Jemima,Brown, ,S,16,"1 Castle Drive, South Ayrshire",James,Demir,LABORER DOCK,,Margaret,Wozniak,,William,Brown,LABOURER IN A BOATYARD,,Amy,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,5761,5812,5761,5812,4982,4837,4686,4563,5761,5812,4837,4982,4563,4686
1893,27,FEBRUARY,1958,"Girvan South Ayrshire",John,Wozniak,FARM MANAGER OF 150 ACRES EMPLOYING 7 LABOURERS & 3 FEMALES,B,21,"2 Mallard Road, Aberdeenshire",Mary,Smith,SCHOLAR,S,17,"3 Grubbit Mill, Scottish Borders",David,Wozniak,AG LABOURER,,Bridget,Pena,,Hugo,Smith,TAILOR (JOURNEYMAN),,Jessie,Nguyen,,SYNTHETIC DATA PRODUCED USING VALIPOP,5683,5808,5683,5808,4816,4463,4396,4692,5683,5808,4463,4816,4692,4396
1900,30,JUNE,1959,"Crail Fife",Lars,Mohan,CARTER,B,24,"1 Balgonie Woods, Ferguslie Park, Paisley",Maia,De Vries,SWEEPER IN COTTON MILL,S,36,"1 Farnell Way, Bellyeoman, Dunfermline",Josef,Mohan,CLOTH LAPPER,,Elena,Svensson,,Juho,De Vries,TAILOR,,Lea,Davis,,SYNTHETIC DATA PRODUCED USING VALIPOP,5651,5190,5651,5190,5650,5649,5188,5187,5651,5190,5649,5650,5187,5188
1902,4,DECEMBER,1959,"Croftfoot Moodiesburn ",Matthew,Ilves,POTATOE MERCHANT,B,41,"1 Linlithgow Bridge, Linlithgow, West Lothian",Kate,Larsson, ,W,28,"38 Pinkerton Crescent, Masterton, Dunfermline",Andrew,Ilves, ,,Alessia,Garcia,,William,Larsson,RETIRED MERCHT,,Marie,Morales,,SYNTHETIC DATA PRODUCED USING VALIPOP,6380,5416,6380,5416,6377,6376,4440,4117,6380,5416,6376,6377,4117,4440
1903,3,JULY,1959,"Southfield Scottish Borders",James,Brown,LABOURER F S,B,26,"1 Gordon Terrace, Wallacetown, Ayr",Euphemia,Smith,A G SEV WIFE,S,23,"1 Mid Lane, Perth and Kinross",William,Brown,COTTN WEAVE,,Ava,Popa,,James,Smith,LABOURER,,Eva,Prochazka,,SYNTHETIC DATA PRODUCED USING VALIPOP,5467,5598,5467,5598,5000,4623,4742,4558,5467,5598,4623,5000,4558,4742
1904,28,MAY,1959,"South Ayrshire",James,Rossi,LETTER PRESS PRINTER,W,58,"1 Peelnick, Scottish Borders",Elizabeth,Wozniak,PAPERER BOX MANUF,S,25,"1 Station Park, East Meetings, Fife",Daniel,Rossi,GROCER,,Alba,Martinez,,Neil,Wozniak,WAREHOUSEMAN GENERAL DRAPER,,Jane,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,4361,5596,4361,5596,3660,3563,4664,4733,4361,5596,3563,3660,4733,4664
1905,9,OCTOBER,1959,"Borestone Stirling",Smith,Savic,SCHOLAR,B,19,"1 Kennels Road, Annan, Dumfries and Galloway",Chloe,Poulsen,DOMESTIC SERVANT,S,23,"1 Chamberlain Street, Northbank Farm Steadings, St Andrews",Tomas,Savic,QUARREYMAN,,Margt,Maisuradze,,James,Poulsen,PLOUGHMAN,,Alva,Stefanov,,SYNTHETIC DATA PRODUCED USING VALIPOP,5817,6181,5817,6181,4812,5440,6176,6175,5817,6181,5440,4812,6175,6176
1906,28,APRIL,1959,"Braeleny Farm Stirling",George,Wozniak,FARMER SON,B,27,"1 Station Park, East Meetings, Fife",Emma,de Boer,SOLDIERS WIFE,S,20,"1 Broom Walk, Craigshill, West Lothian",Neil,Wozniak,WAREHOUSEMAN GENERAL DRAPER,,Jane,Soto,,Josef,de Boer,RETIRED BUTLER,,Eliska,,,SYNTHETIC DATA PRODUCED USING VALIPOP,5469,6336,5469,6336,4664,4733,6335,6334,5469,6336,4733,4664,6334,6335
1907,19,MARCH,1959,"Girvan South Ayrshire",Andrew,Smith,LABOURER (AG),B,23,"1 Mid Lane, Perth and Kinross",Grace,Visser,DOMESTIC SERVANT,S,21,"1 Holmwood Gardens, Langholm, Dumfries and Galloway",James,Smith,LABOURER,,Eva,Prochazka,,Alexr,Visser,SEAMAN (MERCHANT),,Margaret,Andersson,,SYNTHETIC DATA PRODUCED USING VALIPOP,5641,5712,5641,5712,4742,4558,4420,4289,5641,5712,4558,4742,4289,4420
1908,20,JULY,1959,"Highland",John,Wozniak,TEACHER,B,22,"1 Newton Square, Dumfries and Galloway",Margaret,Muratovic,SCHOLAR,S,16,"21 McDonald Gardens, Aberdeenshire",James,Wozniak,STONE MASON,,Isabella,Bonik,,Pedro,Muratovic,DRY STONE DYKE BUILDER,,Mary,Iliev,,SYNTHETIC DATA PRODUCED USING VALIPOP,5717,5904,5717,5904,4590,4499,4984,5109,5717,5904,4499,4590,5109,4984
1909,4,DECEMBER,1959,,Thos,Sanchez,SCHOLAR,B,16,"1 Cranston Crescent, Allanbank, Lauder",Jessie,Mohan,SCHOLAR,S,16,"1 Cranston Crescent, Allanbank, Lauder",Thomas,Sanchez,LABOURER,,Elizabeth,Brown,,Josef,Mohan,CLOTH LAPPER,,Elena,Svensson,,SYNTHETIC DATA PRODUCED USING VALIPOP,5999,6002,5999,6002,4780,4713,5650,5649,5999,6002,4713,4780,5649,5650
1910,15,JANUARY,1959,,John,Garcia,WOOD SAWYER,B,21,"1 Haddo Crescent, Aberdeenshire",Elsie,Demir,SCHOLAR,S,19,"1 Haddo Crescent, Aberdeenshire",William,Garcia,FLOUR MERCHANT,,Christina,Wozniak,,John,Demir,LABOURER MASONS,,Flora,Mohamed,,SYNTHETIC DATA PRODUCED USING VALIPOP,5931,6008,5931,6008,5064,4973,5074,4867,5931,6008,4973,5064,4867,5074
1911,6,DECEMBER,1959,"Scottish Borders",William,Tkachenko,TAILOR (JOURNEYMAN),B,24,"2 Haughead, Scottish Borders",Hannah,Demir,SCHOLAR,S,16,"255 Golf Course Road, Girvan, South Ayrshire",Peter,Tkachenko,LABOURER,,Betsy,Sanchez,,Thomas,Demir,PRIVATE,,Marion,WILLIAMS,,SYNTHETIC DATA PRODUCED USING VALIPOP,5721,6006,5721,6006,4670,4537,5058,5127,5721,6006,4537,4670,5127,5058
1917,20,MARCH,1960,"Na h-Eileanan Siar",Neil,Harris,PLUMBER,B,25,"105 Glen Gardens, Braeleny Farm, Callander",Jane,Prochazka, ,S,30,"1 Harbour Place, Moray",Filip,Harris,CROFTER,,Maria,Williams,,Robert,Prochazka,BRICKLAYER,,Isabella,Schroeder,,SYNTHETIC DATA PRODUCED USING VALIPOP,5570,5354,5570,5354,4373,4345,4566,4283,5570,5354,4345,4373,4283,4566
1918,2,OCTOBER,1960,"Coplandhill Aberdeenshire",Willia,Smith,MINISTER U P CHAPEL PETERHEAD,B,31,"1 Glenury, Stonehaven, Aberdeenshire",Janet,Andersson,CONFECTIONER,S,31,"2 Rha Bank, Highland",Martin,Smith,FISHERMAN,,Barbara,WILLIAMS,,John,Andersson,LABOURER,,Ann,Prochazka,,SYNTHETIC DATA PRODUCED USING VALIPOP,5393,5342,5393,5342,4526,4690,4158,4197,5393,5342,4690,4526,4197,4158
1919,16,NOVEMBER,1960,"Aberdeenshire",Patrick,Muratovic,ENGINE SMITH,B,25,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",Mary,Prochazka,RAG STORE KEEPER,S,24,"1 Robertson Way, Braeleny Farm, Stirling",Bence,Muratovic,COACH MAKER,,Christina,Hansen,,Archibald,Prochazka,HOUSE KEEPER,,Isabel,Harris,,SYNTHETIC DATA PRODUCED USING VALIPOP,5579,5628,5579,5628,4340,5111,4417,4185,5579,5628,5111,4340,4185,4417
1920,10,SEPTEMBER,1960,"Girvan South Ayrshire",Daniel,WILLIAMS,CARTER,B,31,"1 St Margaret's Drive, West End, Hawick",Grace,Bonik,MILL WORKER,S,24,"47 Northfield Park, Annan, Dumfries and Galloway",John,WILLIAMS,FISHERMAN,,Natasa,Morales,,George,Bonik,GARDENER'S ASSISTANT,,Martha,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,5349,5644,5349,5644,4439,4421,4800,4523,5349,5644,4421,4439,4523,4800
1921,3,OCTOBER,1960,"Aberdeenshire",Robert,Santos,LABOURER,B,25,"1 Meadows Place, Lochgilphead, Argyll and Bute",Janet,Jimenez,DOMESTIC SERVANT,D,26,"1 Leideag, Na h-Eileanan Siar",Louis,Santos,RAILWAY LABOURER,,Catherine,Prochazka,,John,Jimenez,TAILOR,,Elizabeth,Flores,,SYNTHETIC DATA PRODUCED USING VALIPOP,5701,5678,5701,5678,4026,4011,4704,4569,5701,5678,4011,4026,4569,4704
1922,5,OCTOBER,1960,"Heatherknowe Portlethen ",Malcolm,Bolkvadze,SCHOLAR,B,20,"89 Carbost Hall Road, Highland",Elizabeth,Wozniak,SCHOLAR,S,20,"32 Gordon Brown Place, Highland",Arthur,Bolkvadze,MILLWRIGHT,,Elif,Perez,,Michael,Wozniak,SPIRIT GLASS MAKER,,Rose,Watanabe,,SYNTHETIC DATA PRODUCED USING VALIPOP,5795,5792,5795,5792,5513,5315,4950,4945,5795,5792,5315,5513,4945,4950
1923,16,MARCH,1960,"Moffat Dumfries and Galloway",Henry,Pena, ,B,18,"1 Fairway View, Heathfield, Prestwick",Jane,Bonik,SCHOLAR,S,17,"1 Strath View, Highland",Alexander,Pena,SPIRIT MERCHANT,,Ketty,Szabo,,Frank,Bonik,COAL CARTER,,Janet,Wozniak,,SYNTHETIC DATA PRODUCED USING VALIPOP,5863,5858,5863,5858,5130,5143,4906,4455,5863,5858,5143,5130,4455,4906
1924,6,FEBRUARY,1960,,Theodore,Harutyunyan,FARMER'S SON,B,23,"1 Mill Wynd, East Ayrshire",Jocelyn,Ramirez,MILLINER,S,20,"1 Mill Wynd, East Ayrshire",Peter,Harutyunyan,SEAMAN,,Jessie,Watanabe,,Matthew,Ramirez, ,,Ellie,Stoyanov,,SYNTHETIC DATA PRODUCED USING VALIPOP,5797,6485,5797,6485,5070,4631,6484,6483,5797,6485,4631,5070,6483,6484
1925,27,JANUARY,1960,,John,Jimenez,AG LAB,B,27,"2 Seafield Crescent, Highland",Jane,Butkus,SCHOLAR,S,18,"2 Seafield Crescent, Highland",John,Jimenez,TAILOR,,Elizabeth,Flores,,Jacob,Butkus,PLOUGHMAN,,Nikola,De Vries,,SYNTHETIC DATA PRODUCED USING VALIPOP,5723,6042,5723,6042,4704,4569,5189,5231,5723,6042,4569,4704,5231,5189
1926,19,JUNE,1960,"South Ayrshire",Charles,Dang,AP MASON,B,28,"1 Cleddans Road, Radnor Park, West Dunbartonshire",Maggie,Grigoryan,SCHOLAR,S,16,"1 Union Street, Scottish Borders",Alexander,Dang,RETIRED CARPET WEAVER,,Sofie,Smit,,James,Grigoryan,BLACKSMITH,,Margaret,Krajnc,,SYNTHETIC DATA PRODUCED USING VALIPOP,5573,6040,5573,6040,5236,5235,5184,5055,5573,6040,5235,5236,5055,5184
1933,27,MARCH,1961,,Will,Szabo,LODGER,B,40,"2 Wooden, Scottish Borders",Mary,Grigoryan,GOVERNESS,W,33,"2 Wooden, Scottish Borders",David,Szabo,SLATER,,Margaret,Novak,,Luca,Grigoryan,AGRICUL LABOURER,,Agnieszka,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,5137,5376,5137,5376,4024,4027,4924,4723,5137,5376,4027,4024,4723,4924
